Time,Stiffness,Damping,R_shoulder_pan_p,R_shoulder_lift_p,R_elbow_p,R_wrist_1_p,R_wrist_2_p,R_wrist_3_p,R_shoulder_pan_v,R_shoulder_lift_v,R_elbow_v,R_wrist_1_v,R_wrist_2_v,R_wrist_3_v,S_shoulder_pan_p,S_shoulder_lift_p,S_elbow_p,S_wrist_1_p,S_wrist_2_p,S_wrist_3_p,S_shoulder_pan_v,S_shoulder_lift_v,S_elbow_v,S_wrist_1_v,S_wrist_2_v,S_wrist_3_v,C_shoulder_pan_p,C_shoulder_lift_p,C_elbow_p,C_wrist_1_p,C_wrist_2_p,C_wrist_3_p
4.403,600.0,11.11111068725586,0.0,-1.5707963267948966,1.4318817176698007,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.09752378608540097,0.0,0.0,0.0,0.0006079630714038177,-1.5692313201803114,1.4561829282255925,-1.5699349273403105,-5.272646496731765e-05,9.341292594395117e-07,-0.04186466347063945,-0.08354021753674805,0.33708834997526177,-0.04674278812290519,0.002797533431607573,-5.4948003598556786e-05,0.0,-1.5707963267948966,1.314885386755457,-1.5707963267948966,0.0,0.0
4.503,600.0,11.11111068725586,0.0,-1.5707963267948966,1.3949281747412963,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.8372602227789785,0.0,0.0,0.0,-0.00014403181080463744,-1.569480858374452,1.2862878980645325,-1.5700117595377592,-5.383714081872659e-05,6.513294796935536e-07,0.008861095323425917,-0.07695875585721364,-2.757187188157794,-0.042555192012972566,0.002880033428825509,-3.833848685662656e-05,0.0,-1.5707963267948966,1.1263404996767794,-1.5707963267948966,0.0,0.0
4.602,600.0,11.11111068725586,0.0,-1.5707963267948966,1.3187165531509573,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.7112301860436236,0.0,0.0,0.0,2.879231652190199e-05,-1.5743155610173818,1.2823473517575967,-1.570200577659046,-4.0191122248549156e-05,5.502045690224199e-07,-0.027852108500051275,0.2354516532258027,0.06116269854935621,-0.03332477554329881,0.002061672243908444,-4.325719942328789e-05,0.0,-1.5707963267948966,1.2530169508414069,-1.5707963267948966,0.0,0.0
4.702,600.0,11.11111068725586,0.0,-1.5707963267948966,1.2526054806534255,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.4898660962963847,0.0,0.0,0.0,-0.00033114652653440206,-1.5687028158619853,1.237893866841994,-1.5695720716417871,-8.066032084199901e-05,1.2619196116360987e-06,0.019935602085465534,-0.12212546860225312,-1.3170985413478773,-0.0662997365550373,0.00431334646743183,-7.272119446297874e-05,0.0,-1.5707963267948966,1.1555645365938494,-1.5707963267948966,0.0,0.0
4.803,600.0,11.11111068725586,0.0,-1.5707963267948966,1.1810191610162155,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.9864620346305301,0.0,0.0,0.0,0.00010111163113386071,-1.5816055650273102,1.1279567128307602,-1.5722022095343495,7.579912533782086e-05,-2.680546957127529e-06,-0.005781926624832985,-0.6093611513933659,1.539402584390879,0.07670949230156063,-0.0040524890584355934,0.00015114104001193477,0.0,-1.5707963267948966,0.8987710139014036,-1.5707963267948966,0.0,0.0
4.903,600.0,11.11111068725586,0.0,-1.5707963267948966,1.0980130937687704,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.6953980643415918,0.0,0.0,0.0,-0.0003816456784077288,-1.5683800407378676,1.1068805891219275,-1.5696445096234373,-7.693309003231948e-05,1.1345786883278893e-06,0.0252517917699141,-0.14299389071319474,-1.1024480903826268,-0.06206526880991928,0.00412673455664591,-6.278588385550777e-05,0.0,-1.5707963267948966,0.8040601952528272,-1.5707963267948966,0.0,0.0
5.002,600.0,11.11111068725586,0.0,-1.5707963267948966,1.0201640777661192,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.7080929266567918,0.0,0.0,0.0,0.0006571029448164707,-1.5783538453363235,1.0362753949339647,-1.5722195200814348,8.210311567035358e-05,-2.3483413733997785e-06,-0.014550398037783787,0.01660916200055065,1.4701579992038378,0.13459548737995378,-0.0073212477789123456,0.00025407805156116905,0.0,-1.5707963267948966,0.8259080473912319,-1.5707963267948966,0.0,0.0
5.103,600.0,11.11111068725586,0.0,-1.5707963267948966,0.9412449893741037,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.882428087322664,0.0,0.0,0.0,0.00019135753576183655,-1.5767795176579231,0.9847328415126801,-1.5716397499121246,4.291142248060777e-05,-1.8198973933329162e-06,-0.0015025214172861047,-0.37024330738717603,0.6297423232157422,0.06957242863960843,-0.003498535427090949,0.00015188477130878886,0.0,-1.5707963267948966,0.6867257036732453,-1.5707963267948966,0.0,0.0
5.202,600.0,11.11111068725586,0.0,-1.5707963267948966,0.8574152789532841,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.9830352341862605,0.0,0.0,0.0,8.430456355997078e-05,-1.5716281651613828,0.7965988197310763,-1.5712892779126704,2.470536025202266e-05,-1.0945240675112045e-06,0.026637840201029644,-0.17720420893083694,-1.4618233702563257,-0.08381677849357437,0.005415253555364359,-0.00010026374819708545,0.0,-1.5707963267948966,0.8028429455879875,-1.5707963267948966,0.0,0.0
5.303,600.0,11.11111068725586,0.0,-1.5707963267948966,0.7766845227459029,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.7819905007527794,0.0,0.0,0.0,-0.0004903162397664536,-1.5701628939296213,0.68410736133932,-1.5698746067416203,-6.428999120602897e-05,8.314805392638496e-07,0.022926775156274667,-0.02992800303847061,-2.3178316546897535,-0.05023317282064428,0.003386229351758792,-5.32059160494908e-05,0.0,-1.5707963267948966,0.5135721713227825,-1.5707963267948966,0.0,0.0
5.402,600.0,11.11111068725586,0.0,-1.5707963267948966,0.7029902768349947,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.8898484067091352,0.0,0.0,0.0,-0.00048438992611805166,-1.5716714415290967,0.6979817648283604,-1.5700108274313778,-5.6768430410767515e-05,5.759194179268715e-07,0.02136115476628212,0.05623307085832185,-0.7403444019721418,-0.043805928974171474,0.0030075738779050854,-4.309821680102353e-05,0.0,-1.5707963267948966,0.49354473128296555,-1.5707963267948966,0.0,0.0
5.502,600.0,11.11111068725586,0.0,-1.5707963267948966,0.6206861835043878,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.7552586788313818,0.0,0.0,0.0,-0.00037720416159120175,-1.5687295806309407,0.5608613260965241,-1.5700358611456244,-5.335220379375619e-05,7.143375010559484e-07,0.02744615536494993,-0.12261540701904364,-2.3752976110075923,-0.04036088875518019,0.002935223801376849,-2.9905625625853616e-05,0.0,-1.5707963267948966,0.4923713801999805,-1.5707963267948966,0.0,0.0
5.603,600.0,11.11111068725586,0.0,-1.5707963267948966,0.5448853109491303,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.9990281338785709,0.0,0.0,0.0,0.0009265877343840873,-1.5783413284792,0.4529131206559021,-1.5720275061668403,7.755317224218485e-05,-2.0400627545801256e-06,-0.048697340303563194,0.043519626673420346,0.32584281937726595,0.07505032629768445,-0.004565889300251326,0.00013651676812215138,0.0,-1.5707963267948966,0.34894055883782765,-1.5707963267948966,0.0,0.0
5.703,600.0,11.11111068725586,0.0,-1.5707963267948966,0.44534910120562454,-1.5707963267948966,0.0,0.0,0.0,0.0,-1.1252778158017578,0.0,0.0,0.0,-0.0005352428440922359,-1.5697536992281305,0.345553706842783,-1.5701019075406584,-5.0326901396815695e-05,7.542580845434088e-07,0.029360862078392218,-0.057239987099345586,-1.7529123368822213,-0.03746006134375739,0.002681302574633777,-4.193347393560167e-05,0.0,-1.5707963267948966,0.3253264379053477,-1.5707963267948966,0.0,0.0
5.802,600.0,11.11111068725586,0.0,-1.5707963267948966,0.35474386040100825,-1.5707963267948966,0.0,0.0,0.0,0.0,-1.1168564415830171,0.0,0.0,0.0,0.001033790046139878,-1.5752869490249881,0.2269788062177156,-1.5718324296169919,6.99621716020942e-05,-1.8798616688634608e-06,-0.05642814324698095,-0.2220672214430665,0.2686489881885628,0.05881222169957669,-0.004037224255992125,0.00010286291474851942,0.0,-1.5707963267948966,0.0701137475910989,-1.5707963267948966,0.0,0.0
5.903,600.0,11.11111068725586,0.0,-1.5707963267948966,0.26784752503297327,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.7784299739147155,0.0,0.0,0.0,-0.0015656110273168362,-1.565081848885859,0.13996729135810376,-1.5698445130213023,-7.843119941871568e-05,7.827892412345746e-07,0.06546434869416068,-0.29770326008824344,-1.6680509750629553,-0.0851511886472722,0.005714196508617655,-0.00016785694340751837,0.0,-1.5707963267948966,0.1578251699026571,-1.5707963267948966,0.0,0.0
6.003,600.0,11.11111068725586,0.0,-1.5707963267948966,0.19585578531264236,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.9595147688211321,0.0,0.0,0.0,-0.000677168524247443,-1.5722273764066508,0.060790867165721504,-1.570251577193921,-4.094630494303485e-05,8.939161558309062e-07,-0.040398963636389916,0.16608464585240185,-1.6701351649320513,-0.02271433812507041,0.0006346284919668865,-0.00011361277814252634,0.0,-1.5707963267948966,0.08484550323959848,-1.5707963267948966,0.0,0.0
6.102,600.0,11.11111068725586,0.0,-1.5707963267948966,0.11707354002760528,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.9888661740819743,0.0,0.0,0.0,-0.00027711501266687686,-1.565094498901037,0.07869171639042022,-1.5704200221328684,-2.6113329502768012e-05,7.747914477769144e-07,0.015397235410753147,0.5465392452282414,-0.13239098088623502,-0.02080643287538083,0.0014337885845099546,-4.403958020306396e-05,0.0,-1.5707963267948966,-0.08090487133776636,-1.5707963267948966,0.0,0.0
6.203,600.0,11.11111068725586,0.0,-1.5707963267948966,0.05497148723509948,-1.5707963267948966,0.0,0.0,0.0,0.0,-0.6146364199996482,0.0,0.0,0.0,-0.000986090724414525,-1.565669741696494,-0.0326650065115561,-1.570099910169841,-5.406419383195152e-05,1.0521014115484142e-06,0.07971620117226008,-0.29910438242724774,-2.237362111824137,-0.03519531331394321,0.003177193312505214,-2.2331665949555748e-05,0.0,-1.5707963267948966,-0.0685830816986347,-1.5707963267948966,0.0,0.0
