Time,Stiffness,Damping,R_shoulder_pan_p,R_shoulder_lift_p,R_elbow_p,R_wrist_1_p,R_wrist_2_p,R_wrist_3_p,R_shoulder_pan_v,R_shoulder_lift_v,R_elbow_v,R_wrist_1_v,R_wrist_2_v,R_wrist_3_v,S_shoulder_pan_p,S_shoulder_lift_p,S_elbow_p,S_wrist_1_p,S_wrist_2_p,S_wrist_3_p,S_shoulder_pan_v,S_shoulder_lift_v,S_elbow_v,S_wrist_1_v,S_wrist_2_v,S_wrist_3_v,C_shoulder_pan_p,C_shoulder_lift_p,C_elbow_p,C_wrist_1_p,C_wrist_2_p,C_wrist_3_p
5.402,600.0,40.0,0.0,-1.5707963267948966,0.0,0.3067272184306216,0.0,0.0,0.0,0.0,0.0,0.06033955660870869,0.0,0.0,0.00018444373615528398,-1.5703016446224143,0.0005281795830219181,0.3100044344528331,-3.68146748123099e-05,1.62025270828281e-08,-0.001369725516279988,-0.002942377665840209,-0.003389221246795928,-0.025866915402695152,0.00023438810072901663,-1.883255111801282e-07,0.0,-1.5707963267948966,0.0,0.5007051573921046,0.0,0.0
5.503,600.0,40.0,0.0,-1.5707963267948966,0.0,0.33422240991696095,0.0,0.0,0.0,0.0,0.0,0.40120788356959314,0.0,0.0,1.600522084042161e-05,-1.570302576728796,0.0003273594542479578,0.3758499938510926,-7.78621567951714e-05,-1.2905266445036848e-06,0.000712445915978123,-0.007338999932202056,-0.003005193677680827,3.081090693629264,0.0019794039729142637,4.336573169012419e-05,0.0,-1.5707963267948966,0.0,0.49641633087671744,0.0,0.0
5.602,600.0,40.0,0.0,-1.5707963267948966,0.0,0.3996451047269464,0.0,0.0,0.0,0.0,0.0,0.8868006668759804,0.0,0.0,0.0002443147638651746,-1.57060750867361,0.0002931919622093725,0.4396430217077144,-3.098780505217684e-06,1.0056248089446964e-06,-0.004025888136305175,-0.0031016014095133215,-0.004893917925738031,-1.0530754140385117,-0.0002563331560350047,-2.4042319046393472e-05,0.0,-1.5707963267948966,0.0,0.6683684894783468,0.0,0.0
5.703,600.0,40.0,0.0,-1.5707963267948966,0.0,0.4789203407285221,0.0,0.0,0.0,0.0,0.0,0.7872843065583122,0.0,0.0,0.00020516657216998032,-1.5706068428833375,0.00021674604015209432,0.4704536649910591,-1.317895759140341e-05,6.68249295582911e-07,-0.003595050309545427,-0.0025287005833546593,-0.003461188753991791,-0.6248757292187587,2.201762823370373e-05,-1.5819882326677787e-05,0.0,-1.5707963267948966,0.0,0.6071160973281005,0.0,0.0
5.802,600.0,40.0,0.0,-1.5707963267948966,0.0,0.5513735076634314,0.0,0.0,0.0,0.0,0.0,0.5509781511478926,0.0,0.0,0.00016935897016343794,-1.5705852712785078,0.0001673921743337352,0.5017315931771719,-2.2338755006748197e-05,3.5655786793940523e-07,-0.003044912748774487,-0.00250770842412157,-0.0024796063529860797,-0.14191670863128494,0.0003007565815601004,-6.546817971088076e-06,0.0,-1.5707963267948966,0.0,0.7709159020860797,0.0,0.0
5.902,600.0,40.0,0.0,-1.5707963267948966,0.0,0.6128767590488009,0.0,0.0,0.0,0.0,0.0,0.9305766326795292,0.0,0.0,4.341263446921002e-05,-1.5704602358653286,0.0001339100837972545,0.5594529799330629,-4.684069040435676e-05,-4.411173266882123e-07,0.0008579619872113396,-0.006197491066696533,-0.0016289624021558846,1.681303264121353,0.0011698863553514028,2.1211747300448764e-05,0.0,-1.5707963267948966,0.0,0.7549543568505368,0.0,0.0
6.002,600.0,40.0,0.0,-1.5707963267948966,0.0,0.7032547668173881,0.0,0.0,0.0,0.0,0.0,0.953806752416385,0.0,0.0,0.00021068105812442321,-1.5706166965793706,9.959081400794522e-05,0.6304781546249312,-1.6955988570697995e-05,4.93309405459692e-07,-0.0016319756232876872,-0.004870765069011154,-0.0017483834608397841,0.28199090926239856,0.00031059457560600945,-4.9733784627629485e-06,0.0,-1.5707963267948966,0.0,0.9589881984768459,0.0,0.0
6.102,600.0,40.0,0.0,-1.5707963267948966,0.0,0.779317722079724,0.0,0.0,0.0,0.0,0.0,0.8814794743469104,0.0,0.0,0.0001393071055572549,-1.5705313422664338,7.056816916178528e-05,0.70361648106275,-2.9570080982405707e-05,3.737068362310229e-08,-0.00045110805217536405,-0.005535341834729567,-0.0012287208893474873,1.2354321738883793,0.0007781917301107347,9.792227060165307e-06,0.0,-1.5707963267948966,0.0,0.9577136597667985,0.0,0.0
6.202,600.0,40.0,0.0,-1.5707963267948966,0.0,0.850493269964854,0.0,0.0,0.0,0.0,0.0,0.8251213867471624,0.0,0.0,0.00026318162822199534,-1.5706427955580535,-4.962060340524076e-07,0.7945152290732256,-1.3793034725736458e-05,5.077621027106396e-07,-0.001491076976642707,-0.0054670468370798956,-0.0005771417281425855,0.6125087414857305,0.00034177810487437757,-2.2879431750327016e-06,0.0,-1.5707963267948966,0.0,1.1084813163141698,0.0,0.0
6.302,600.0,40.0,0.0,-1.5707963267948966,0.0,0.9198054793669648,0.0,0.0,0.0,0.0,0.0,0.5129637489963145,0.0,0.0,0.0001840202701352721,-1.5705539791356993,-1.9843545039491492e-05,0.8422633771523925,-2.480379228862002e-05,6.880409612550694e-08,-0.001947683877803711,-0.004127338189154706,1.7022510706691337e-05,0.8983331712687572,0.0006208018355232102,7.185819064238972e-06,0.0,-1.5707963267948966,0.0,1.1158059403730656,0.0,0.0
6.402,600.0,40.0,0.0,-1.5707963267948966,0.0,0.9862855553659219,0.0,0.0,0.0,0.0,0.0,0.7447601120902195,0.0,0.0,0.0003242923652215476,-1.5706878029804758,-0.00010375154808112494,0.9190018313308077,-9.516854065965253e-06,5.513217584149852e-07,-0.001537822865891866,-0.00612451681178781,0.0006193448991534228,0.2729223630527312,0.00015901587926869391,-6.543492372246076e-06,0.0,-1.5707963267948966,0.0,1.1374084301707295,0.0,0.0
6.502,600.0,40.0,0.0,-1.5707963267948966,0.0,1.066980576282081,0.0,0.0,0.0,0.0,0.0,0.8779662976417678,0.0,0.0,0.0003794008468697387,-1.5707400009378414,-0.00016809302587622143,1.0093387189303038,-6.011699300295141e-06,6.169500793995674e-07,-0.0028435697080604156,-0.004509990485238133,0.0015807161441246294,0.32297789054509957,0.00012839026631914497,-6.589568196250994e-06,0.0,-1.5707963267948966,0.0,1.1776796553079054,0.0,0.0
6.604,600.0,40.0,0.0,-1.5707963267948966,0.0,1.136052002882559,0.0,0.0,0.0,0.0,0.0,0.7108107812978735,0.0,0.0,5.100500862683067e-05,-1.5703968526313847,-4.265968678845654e-05,1.0950690702132626,-3.1603874396477555e-05,-4.0882756899178353e-07,0.003313008806464101,-0.009626560641525747,-0.001642637500286549,2.3679824401253624,0.001069149101208672,2.640166049703824e-05,0.0,-1.5707963267948966,0.0,1.261467280923828,0.0,0.0
6.702,600.0,40.0,0.0,-1.5707963267948966,0.0,1.1967798274685784,0.0,0.0,0.0,0.0,0.0,0.5759465332202557,0.0,0.0,0.0003977679784106818,-1.5707679641292873,-0.00023189221619397893,1.1442344860455425,-3.6585015976256282e-06,6.058833962055695e-07,-0.0017892538809711183,-0.00553581985133929,0.0018285858314317138,0.48083936074160927,0.00010805158446474152,-5.338014857681619e-06,0.0,-1.5707963267948966,0.0,1.2884529461962169,0.0,0.0
6.802,600.0,40.0,0.0,-1.5707963267948966,0.0,1.2564886548145604,0.0,0.0,0.0,0.0,0.0,0.7451449167442403,0.0,0.0,0.0003977679784106818,-1.5707679641292873,-0.00023189221619397893,1.1442344860455425,-3.6585015976256282e-06,6.058833962055695e-07,-0.0017892538809711183,-0.00553581985133929,0.0018285858314317138,0.48083936074160927,0.00010805158446474152,-5.338014857681619e-06,0.0,-1.5707963267948966,0.0,1.4901150010366717,0.0,0.0
6.902,600.0,46.66666793823242,0.0,-1.5707963267948966,0.0,1.327326833999412,0.0,0.0,0.0,0.0,0.0,-0.17435837036676108,0.0,0.0,0.0003977679784106818,-1.5707679641292873,-0.00023189221619397893,1.1442344860455425,-3.6585015976256282e-06,6.058833962055695e-07,-0.0017892538809711183,-0.00553581985133929,0.0018285858314317138,0.48083936074160927,0.00010805158446474152,-5.338014857681619e-06,0.0,-1.5707963267948966,0.0,1.129136035756793,0.0,0.0
