EXP, ShoulderPan_PE, ShoulderPan_VE, ShoulderLift_PE, \ShoulderLift_VE, Elbow_PE,             Elbow_VE, Wrist1_PE, Wrist1_VE, Wrist2_PE, Wrist2_VE, Wrist3_PE, Wrist3_VE
750, 0.0010, -0.0040, 0.0141, -0.0463, 0.0987, -0.3522, -0.0413, 0.1469, 0.0058, -0.0205, 0.0716, -0.2545
750, 0.0009, -0.0046, 0.0125, -0.0497, 0.0904, -0.4030, -0.0379, 0.1685, 0.0053, -0.0236, 0.0656, -0.2920
750, 0.0009, -0.0043, 0.0073, -0.0298, 0.0821, -0.3726, -0.0345, 0.1560, 0.0048, -0.0218, 0.0597, -0.2703
750, 0.0006, -0.0027, 0.0069, -0.0103, 0.0578, -0.2010, -0.0243, 0.0843, 0.0034, -0.0118, 0.0421, -0.1461
750, 0.0006, -0.0040, 0.0067, -0.0352, 0.0560, -0.3518, -0.0235, 0.1478, 0.0033, -0.0207, 0.0407, -0.2561
750, 0.0007, -0.0039, 0.0094, -0.0331, 0.0726, -0.3315, -0.0305, 0.1394, 0.0043, -0.0195, 0.0528, -0.2415
750, 0.0007, -0.0036, 0.0092, -0.0311, 0.0706, -0.3074, -0.0297, 0.1293, 0.0042, -0.0181, 0.0514, -0.2241
750, 0.0007, -0.0039, 0.0083, -0.0357, 0.0640, -0.3358, -0.0269, 0.1414, 0.0038, -0.0198, 0.0467, -0.2450
750, 0.0006, -0.0028, 0.0075, -0.0185, 0.0587, -0.2234, -0.0247, 0.0942, 0.0035, -0.0132, 0.0428, -0.1634
750, 0.0006, -0.0030, 0.0068, -0.0238, 0.0534, -0.2504, -0.0225, 0.1056, 0.0031, -0.0148, 0.0389, -0.1831
750, 0.0005, -0.0026, 0.0068, -0.0177, 0.0527, -0.2060, -0.0222, 0.0870, 0.0031, -0.0122, 0.0384, -0.1508
750, 0.0005, -0.0028, 0.0066, -0.0219, 0.0507, -0.2250, -0.0214, 0.0949, 0.0030, -0.0133, 0.0370, -0.1646
750, 0.0005, -0.0020, 0.0064, -0.0100, 0.0485, -0.1459, -0.0204, 0.0617, 0.0029, -0.0086, 0.0354, -0.1071
750, 0.0005, -0.0027, 0.0063, -0.0222, 0.0472, -0.2153, -0.0199, 0.0908, 0.0028, -0.0127, 0.0344, -0.1575
750, 0.0006, -0.0025, 0.0079, -0.0199, 0.0573, -0.1942, -0.0241, 0.0819, 0.0034, -0.0114, 0.0417, -0.1420
750, 0.0005, -0.0029, 0.0072, -0.0276, 0.0520, -0.2348, -0.0219, 0.0989, 0.0031, -0.0138, 0.0379, -0.1714
750, 0.0005, -0.0031, 0.0067, -0.0319, 0.0484, -0.2586, -0.0203, 0.1089, 0.0028, -0.0152, 0.0353, -0.1887
750, 0.0005, -0.0024, 0.0062, -0.0228, 0.0451, -0.2003, -0.0190, 0.0844, 0.0027, -0.0118, 0.0329, -0.1463
750, 0.0004, -0.0023, 0.0059, -0.0204, 0.0428, -0.1799, -0.0235, 0.0624, 0.0025, -0.0106, 0.0408, -0.1081
750, 0.0005, -0.0033, 0.0069, -0.0379, 0.0486, -0.2854, -0.0204, 0.1200, 0.0029, -0.0168, 0.0354, -0.2079
750, 0.0004, -0.0027, 0.0061, -0.0288, 0.0430, -0.2259, -0.0181, 0.0950, 0.0025, -0.0133, 0.0313, -0.1646
750, 0.0004, -0.0025, 0.0055, -0.0254, 0.0393, -0.2029, -0.0165, 0.0853, 0.0023, -0.0119, 0.0286, -0.1478
750, 0.0004, -0.0022, 0.0050, -0.0210, 0.0353, -0.1729, -0.0148, 0.0727, 0.0021, -0.0102, 0.0257, -0.1259
750, 0.0003, -0.0022, 0.0046, -0.0216, 0.0327, -0.1750, -0.0137, 0.0735, 0.0019, -0.0103, 0.0238, -0.1274
750, 0.0003, -0.0019, 0.0042, -0.0175, 0.0302, -0.1466, -0.0127, 0.0616, 0.0018, -0.0086, 0.0220, -0.1066
750, 0.0003, -0.0020, 0.0038, -0.0195, 0.0276, -0.1563, -0.0116, 0.0656, 0.0016, -0.0092, 0.0201, -0.1136
750, 0.0003, -0.0017, 0.0032, -0.0150, 0.0236, -0.1269, -0.0099, 0.0532, 0.0014, -0.0074, 0.0172, -0.0921
750, 0.0002, -0.0016, 0.0029, -0.0137, 0.0213, -0.1173, -0.0090, 0.0492, 0.0013, -0.0069, 0.0155, -0.0852
750, 0.0002, -0.0011, 0.0024, -0.0054, 0.0182, -0.0641, -0.0076, 0.0268, 0.0011, -0.0037, 0.0132, -0.0464
750, 0.0002, -0.0015, 0.0031, -0.0122, 0.0221, -0.1062, -0.0093, 0.0444, 0.0013, -0.0062, 0.0160, -0.0770
750, 0.0002, -0.0015, 0.0025, -0.0121, 0.0185, -0.1040, -0.0057, 0.0325, 0.0011, -0.0061, 0.0134, -0.0753
750, 0.0002, -0.0013, 0.0015, -0.0092, 0.0122, -0.0847, -0.0051, 0.0354, 0.0007, -0.0049, 0.0089, -0.0613
750, 0.0002, -0.0010, 0.0018, -0.0049, 0.0141, -0.0576, -0.0059, 0.0240, 0.0008, -0.0033, 0.0102, -0.0415
750, 0.0001, -0.0012, 0.0014, -0.0077, 0.0115, -0.0742, -0.0048, 0.0309, 0.0007, -0.0043, 0.0083, -0.0536
750, 0.0001, -0.0010, 0.0010, -0.0056, 0.0088, -0.0603, -0.0037, 0.0251, 0.0005, -0.0035, 0.0064, -0.0434
750, 0.0001, -0.0010, 0.0007, -0.0052, 0.0065, -0.0578, -0.0027, 0.0240, 0.0004, -0.0034, 0.0047, -0.0416
750, 0.0001, -0.0008, 0.0003, -0.0023, 0.0040, -0.0388, -0.0016, 0.0160, 0.0002, -0.0022, 0.0028, -0.0278
750, 0.0001, -0.0007, -0.0000, -0.0014, 0.0020, -0.0333, -0.0008, 0.0137, 0.0001, -0.0019, 0.0014, -0.0238
750, 0.0000, -0.0005, -0.0002, 0.0021, 0.0011, -0.0111, -0.0004, 0.0044, 0.0001, -0.0006, 0.0008, -0.0077
750, 0.0000, -0.0010, -0.0004, -0.0000, -0.0001, -0.0230, 0.0001, 0.0093, -0.0000, -0.0012, -0.0002, -0.0165
750, -0.0000, -0.0011, -0.0008, -0.0005, -0.0026, -0.0254, 0.0011, 0.0103, -0.0001, -0.0013, -0.0015, -0.0100
750, -0.0001, -0.0010, -0.0012, 0.0002, -0.0051, -0.0212, 0.0021, 0.0085, -0.0002, -0.0010, -0.0038, -0.0153
750, -0.0002, -0.0005, -0.0015, 0.0035, -0.0069, -0.0025, 0.0029, 0.0008, -0.0003, -0.0001, -0.0052, -0.0014
750, -0.0002, -0.0005, -0.0019, 0.0035, -0.0090, -0.0029, 0.0037, 0.0010, -0.0004, -0.0001, -0.0068, -0.0018
750, -0.0003, -0.0003, -0.0021, 0.0047, -0.0104, 0.0041, 0.0043, -0.0019, -0.0005, 0.0002, -0.0077, 0.0035
750, -0.0003, 0.0002, -0.0024, 0.0075, -0.0119, 0.0195, 0.0049, -0.0082, -0.0006, 0.0010, -0.0089, 0.0148
750, -0.0004, -0.0005, -0.0032, 0.0035, -0.0165, -0.0037, 0.0049, -0.0073, -0.0008, -0.0002, -0.0123, -0.0024
750, -0.0005, 0.0001, -0.0038, 0.0070, -0.0202, 0.0169, 0.0084, -0.0072, -0.0010, 0.0009, -0.0151, 0.0129
750, -0.0006, 0.0004, -0.0040, 0.0089, -0.0209, 0.0267, 0.0087, -0.0112, -0.0010, 0.0013, -0.0156, 0.0201
750, -0.0006, 0.0009, -0.0040, 0.0119, -0.0212, 0.0427, 0.0088, -0.0178, -0.0010, 0.0021, -0.0158, 0.0320
750, -0.0006, 0.0019, -0.0042, 0.0184, -0.0223, 0.0792, 0.0092, -0.0328, -0.0011, 0.0039, -0.0166, 0.0590
750, -0.0006, 0.0010, -0.0043, 0.0135, -0.0228, 0.0498, 0.0094, -0.0206, -0.0011, 0.0024, -0.0170, 0.0371
750, -0.0007, 0.0014, -0.0047, 0.0161, -0.0248, 0.0636, 0.0102, -0.0263, -0.0012, 0.0031, -0.0184, 0.0473
750, -0.0010, 0.0013, -0.0066, 0.0157, -0.0357, 0.0593, 0.0147, -0.0245, -0.0017, 0.0029, -0.0266, 0.0440
750, -0.0010, 0.0015, -0.0066, 0.0172, -0.0358, 0.0677, 0.0148, -0.0280, -0.0017, 0.0033, -0.0266, 0.0503
750, -0.0010, 0.0029, -0.0066, 0.0257, -0.0354, 0.1135, 0.0146, -0.0468, -0.0017, 0.0055, -0.0263, 0.0841
750, -0.0010, 0.0026, -0.0067, 0.0243, -0.0358, 0.1035, 0.0148, -0.0426, -0.0017, 0.0050, -0.0266, 0.0767
750, -0.0010, 0.0029, -0.0068, 0.0268, -0.0363, 0.1155, 0.0150, -0.0475, -0.0018, 0.0056, -0.0269, 0.0855
750, -0.0013, 0.0016, -0.0087, 0.0195, -0.0342, 0.1374, 0.0194, -0.0290, -0.0017, 0.0067, -0.0350, 0.0521
750, -0.0013, 0.0013, -0.0088, 0.0180, -0.0341, 0.1128, 0.0195, -0.0238, -0.0023, 0.0028, -0.0253, 0.0832
750, -0.0013, 0.0018, -0.0089, 0.0221, -0.0478, 0.0789, 0.0197, -0.0322, -0.0023, 0.0038, -0.0355, 0.0580
750, -0.0014, 0.0009, -0.0097, 0.0172, -0.0520, 0.0466, 0.0215, -0.0188, -0.0025, 0.0022, -0.0386, 0.0338
750, -0.0014, 0.0003, -0.0097, 0.0147, -0.0519, 0.0279, 0.0214, -0.0110, -0.0025, 0.0013, -0.0385, 0.0198
750, -0.0015, 0.0024, -0.0099, 0.0282, -0.0527, 0.1032, 0.0217, -0.0422, -0.0026, 0.0050, -0.0391, 0.0758
750, -0.0015, 0.0015, -0.0103, 0.0239, -0.0547, 0.0722, 0.0225, -0.0293, -0.0027, 0.0035, -0.0406, 0.0527
750, -0.0016, 0.0021, -0.0110, 0.0282, -0.0580, 0.0907, 0.0239, -0.0368, -0.0028, 0.0043, -0.0431, 0.0663
750, -0.0016, 0.0019, -0.0112, 0.0288, -0.0591, 0.0876, 0.0243, -0.0356, -0.0029, 0.0042, -0.0438, 0.0639
750, -0.0016, 0.0036, -0.0110, 0.0403, -0.0575, 0.1484, 0.0237, -0.0607, -0.0028, 0.0072, -0.0427, 0.1091
750, -0.0016, 0.0031, -0.0110, 0.0387, -0.0571, 0.1334, 0.0235, -0.0545, -0.0028, 0.0065, -0.0423, 0.0979
750, -0.0016, 0.0035, -0.0110, 0.0427, -0.0565, 0.1479, 0.0233, -0.0605, -0.0028, 0.0072, -0.0419, 0.1087
750, -0.0016, 0.0040, -0.0115, 0.0480, -0.0580, 0.1638, 0.0239, -0.0670, -0.0028, 0.0079, -0.0430, 0.1204
750, -0.0021, 0.0053, -0.0147, 0.0574, -0.0553, 0.2389, 0.0228, -0.0980, -0.0037, 0.0102, -0.0567, 0.1553
750, -0.0022, 0.0031, -0.0152, 0.0451, -0.0790, 0.1363, 0.0326, -0.0557, -0.0038, 0.0066, -0.0586, 0.1002
750, -0.0020, 0.0066, -0.0139, 0.0692, -0.0706, 0.2592, 0.0291, -0.1065, -0.0045, 0.0127, -0.0524, 0.1917
750, -0.0024, 0.0077, -0.0169, 0.0789, -0.0869, 0.2993, 0.0358, -0.1231, -0.0042, 0.0145, -0.0645, 0.2215
750, -0.0023, 0.0076, -0.0164, 0.0795, -0.0844, 0.3007, 0.0348, -0.1238, -0.0041, 0.0146, -0.0627, 0.2229
750, -0.0022, 0.0054, -0.0155, 0.0649, -0.0795, 0.2249, 0.0328, -0.0928, -0.0039, 0.0110, -0.0591, 0.1669
750, -0.0021, 0.0054, -0.0150, 0.0623, -0.0774, 0.2277, 0.0320, -0.0943, -0.0038, 0.0112, -0.0576, 0.1695
750, -0.0021, 0.0028, -0.0145, 0.0455, -0.0748, 0.1341, 0.0309, -0.0558, -0.0037, 0.0066, -0.0557, 0.1002
750, -0.0022, 0.0048, -0.0152, 0.0588, -0.0785, 0.2085, 0.0325, -0.0867, -0.0038, 0.0102, -0.0585, 0.1560
750, -0.0021, 0.0058, -0.0143, 0.0624, -0.0751, 0.2449, 0.0311, -0.1020, -0.0037, 0.0121, -0.0560, 0.1834
750, -0.0019, 0.0017, -0.0133, 0.0346, -0.0707, 0.1010, 0.0293, -0.0428, -0.0035, 0.0051, -0.0527, 0.0769
750, -0.0019, 0.0079, -0.0132, 0.0717, -0.0703, 0.3250, 0.0291, -0.1354, -0.0034, 0.0160, -0.0525, 0.2436
750, -0.0017, 0.0069, -0.0114, 0.0613, -0.0619, 0.2891, 0.0257, -0.1208, -0.0030, 0.0143, -0.0462, 0.2173
750, -0.0017, 0.0032, -0.0114, 0.0367, -0.0631, 0.1613, 0.0262, -0.0682, -0.0031, 0.0081, -0.0472, 0.1225
750, -0.0016, 0.0035, -0.0109, 0.0373, -0.0610, 0.1743, 0.0254, -0.0736, -0.0030, 0.0087, -0.0457, 0.1323
750, -0.0014, 0.0041, -0.0093, 0.0416, -0.0521, 0.2055, 0.0217, -0.0865, -0.0026, 0.0102, -0.0390, 0.1556
750, -0.0019, 0.0044, -0.0126, 0.0441, -0.0714, 0.2233, 0.0296, -0.0938, -0.0035, 0.0111, -0.0534, 0.1688
750, -0.0012, 0.0018, -0.0082, 0.0233, -0.0476, 0.1220, 0.0198, -0.0522, -0.0023, 0.0062, -0.0357, 0.0937
750, -0.0017, 0.0036, -0.0109, 0.0381, -0.0631, 0.2044, 0.0262, -0.0861, -0.0031, 0.0102, -0.0472, 0.1548
750, -0.0015, 0.0042, -0.0101, 0.0409, -0.0586, 0.2273, 0.0243, -0.0955, -0.0029, 0.0113, -0.0438, 0.1719
750, -0.0013, 0.0028, -0.0090, 0.0329, -0.0525, 0.1845, 0.0218, -0.0778, -0.0026, 0.0092, -0.0393, 0.1400
750, -0.0013, 0.0027, -0.0087, 0.0313, -0.0508, 0.1798, 0.0211, -0.0759, -0.0025, 0.0090, -0.0381, 0.1365
750, -0.0011, 0.0037, -0.0075, 0.0383, -0.0444, 0.2232, 0.0185, -0.0938, -0.0022, 0.0111, -0.0333, 0.1687
750, -0.0014, 0.0020, -0.0094, 0.0292, -0.0556, 0.1711, 0.0231, -0.0722, -0.0027, 0.0085, -0.0416, 0.1299
750, -0.0012, 0.0026, -0.0082, 0.0305, -0.0491, 0.1845, 0.0204, -0.0778, -0.0024, 0.0092, -0.0368, 0.1399
750, -0.0010, 0.0016, -0.0071, 0.0240, -0.0423, 0.1489, 0.0176, -0.0631, -0.0021, 0.0075, -0.0317, 0.1135
750, -0.0009, 0.0006, -0.0067, 0.0176, -0.0402, 0.1136, 0.0168, -0.0485, -0.0020, 0.0057, -0.0302, 0.0872
750, -0.0009, 0.0001, -0.0064, 0.0150, -0.0385, 0.0992, 0.0161, -0.0425, -0.0019, 0.0050, -0.0289, 0.0765
750, -0.0008, 0.0018, -0.0062, 0.0258, -0.0377, 0.1628, 0.0157, -0.0687, -0.0019, 0.0081, -0.0283, 0.1237
750, -0.0007, 0.0000, -0.0056, 0.0147, -0.0342, 0.0990, 0.0143, -0.0424, -0.0017, 0.0050, -0.0257, 0.0761
750, -0.0007, 0.0018, -0.0054, 0.0257, -0.0331, 0.1633, 0.0138, -0.0689, -0.0016, 0.0081, -0.0248, 0.1239
750, -0.0007, -0.0008, -0.0051, 0.0098, -0.0315, 0.0713, 0.0131, -0.0309, -0.0016, 0.0036, -0.0237, 0.0555
750, -0.0006, 0.0017, -0.0047, 0.0248, -0.0290, 0.1587, 0.0121, -0.0669, -0.0014, 0.0079, -0.0218, 0.1204
750, -0.0005, -0.0003, -0.0043, 0.0126, -0.0266, 0.0878, 0.0111, -0.0376, -0.0013, 0.0044, -0.0200, 0.0676
750, -0.0005, -0.0001, -0.0042, 0.0133, -0.0257, 0.0924, 0.0108, -0.0395, -0.0013, 0.0047, -0.0194, 0.0711
750, -0.0004, -0.0003, -0.0037, 0.0125, -0.0230, 0.0873, 0.0096, -0.0374, -0.0011, 0.0044, -0.0173, 0.0672
750, -0.0003, 0.0003, -0.0033, 0.0161, -0.0206, 0.1082, 0.0086, -0.0460, -0.0010, 0.0054, -0.0155, 0.0827
750, -0.0003, -0.0012, -0.0031, 0.0073, -0.0196, 0.0571, 0.0082, -0.0249, -0.0010, 0.0029, -0.0148, 0.0447
750, -0.0004, 0.0013, -0.0038, 0.0224, -0.0235, 0.1442, 0.0098, -0.0608, -0.0012, 0.0072, -0.0176, 0.1093
750, -0.0003, -0.0002, -0.0033, 0.0139, -0.0203, 0.0945, 0.0085, -0.0402, -0.0010, 0.0048, -0.0153, 0.0723
750, -0.0002, 0.0000, -0.0027, 0.0151, -0.0170, 0.1020, 0.0071, -0.0433, -0.0008, 0.0051, -0.0128, 0.0779
750, -0.0001, -0.0009, -0.0022, 0.0093, -0.0140, 0.0681, 0.0059, -0.0293, -0.0007, 0.0035, -0.0106, 0.0527
750, -0.0001, -0.0010, -0.0018, 0.0090, -0.0116, 0.0661, 0.0049, -0.0285, -0.0006, 0.0034, -0.0089, 0.0512
750, -0.0000, -0.0014, -0.0014, 0.0064, -0.0093, 0.0509, 0.0039, -0.0222, -0.0005, 0.0026, -0.0071, 0.0399
750, 0.0001, -0.0013, -0.0010, 0.0077, -0.0072, 0.0583, 0.0031, -0.0253, -0.0004, 0.0030, -0.0056, 0.0454
750, 0.0001, -0.0016, -0.0008, 0.0058, -0.0056, 0.0468, 0.0024, -0.0205, -0.0003, 0.0024, -0.0044, 0.0369
750, 0.0002, -0.0019, -0.0004, 0.0040, -0.0035, 0.0365, 0.0015, -0.0163, -0.0002, 0.0019, -0.0028, 0.0292
750, 0.0002, -0.0022, -0.0001, 0.0024, -0.0017, 0.0267, 0.0008, -0.0122, -0.0001, 0.0014, -0.0015, 0.0219
751, 0.0003, -0.0028, 0.0001, -0.0010, -0.0006, 0.0067, 0.0003, -0.0040, -0.0000, 0.0005, -0.0006, 0.0071
751, 0.0006, 0.0129, 0.0001, -0.0042, -0.0003, 0.0000, 0.0005, 0.0135, 0.0000, 0.0026, -0.0002, 0.0149
751, 0.0023, 0.0118, -0.0001, -0.0045, -0.0003, -0.0027, 0.0021, 0.0138, 0.0003, 0.0023, 0.0012, 0.0121
751, 0.0040, 0.0140, -0.0004, -0.0051, -0.0005, -0.0044, 0.0038, 0.0166, 0.0005, 0.0026, 0.0025, 0.0126
751, 0.0057, -0.0018, -0.0006, -0.0027, -0.0007, -0.0024, 0.0054, 0.0012, 0.0008, 0.0003, 0.0036, 0.0014
751, 0.0077, -0.0009, -0.0009, -0.0029, -0.0011, -0.0029, 0.0075, 0.0022, 0.0011, 0.0004, 0.0051, 0.0018
751, 0.0094, -0.0136, -0.0012, -0.0009, -0.0013, -0.0009, 0.0091, -0.0104, 0.0013, -0.0015, 0.0062, -0.0069
751, 0.0142, -0.0150, -0.0020, -0.0007, -0.0021, -0.0008, 0.0139, -0.0116, 0.0020, -0.0017, 0.0095, -0.0078
751, 0.0147, -0.0499, -0.0020, 0.0047, -0.0022, 0.0050, 0.0144, -0.0465, 0.0021, -0.0067, 0.0098, -0.0316
751, 0.0160, -0.0334, -0.0022, 0.0021, -0.0024, 0.0022, 0.0158, -0.0301, 0.0023, -0.0043, 0.0107, -0.0204
751, 0.0165, -0.0592, -0.0023, 0.0062, -0.0025, 0.0065, 0.0162, -0.0560, 0.0023, -0.0081, 0.0110, -0.0381
751, 0.0187, -0.0513, -0.0027, 0.0049, -0.0029, 0.0051, 0.0184, -0.0481, 0.0027, -0.0069, 0.0125, -0.0327
751, 0.0191, -0.0460, -0.0027, 0.0041, -0.0029, 0.0041, 0.0189, -0.0427, 0.0027, -0.0062, 0.0128, -0.0291
751, 0.0268, -0.0285, -0.0028, -0.0015, -0.0042, 0.0010, 0.0193, -0.0076, 0.0028, -0.0011, 0.0181, -0.0170
751, 0.0297, -0.0970, -0.0031, 0.0072, -0.0034, 0.0073, 0.0295, -0.0937, 0.0043, -0.0135, 0.0146, -0.0427
751, 0.0230, -0.0748, -0.0033, 0.0086, -0.0036, 0.0086, 0.0228, -0.0714, 0.0033, -0.0103, 0.0155, -0.0486
751, 0.0247, -0.0364, -0.0036, 0.0025, -0.0039, 0.0019, 0.0245, -0.0330, 0.0036, -0.0048, 0.0167, -0.0224
751, 0.0375, -0.0359, -0.0056, 0.0024, -0.0060, 0.0018, 0.0373, -0.0326, 0.0054, -0.0047, 0.0254, -0.0222
751, 0.0385, -0.1115, -0.0058, 0.0143, -0.0062, 0.0143, 0.0383, -0.1079, 0.0056, -0.0156, 0.0261, -0.0734
751, 0.0413, -0.0761, -0.0062, 0.0087, -0.0067, 0.0082, 0.0412, -0.0726, 0.0060, -0.0105, 0.0280, -0.0494
751, 0.0421, -0.0887, -0.0063, 0.0107, -0.0068, 0.0101, 0.0420, -0.0850, 0.0061, -0.0123, 0.0286, -0.0578
751, 0.0427, -0.1000, -0.0064, 0.0124, -0.0069, 0.0118, 0.0425, -0.0963, 0.0062, -0.0139, 0.0289, -0.0655
751, 0.0435, -0.1582, -0.0066, 0.0215, -0.0070, 0.0214, 0.0433, -0.1544, 0.0063, -0.0224, 0.0295, -0.1051
751, 0.0560, -0.0141, -0.0085, -0.0010, -0.0091, -0.0030, 0.0559, -0.0106, 0.0081, -0.0015, 0.0381, -0.0072
751, 0.0564, -0.1698, -0.0086, 0.0234, -0.0091, 0.0233, 0.0562, -0.1663, 0.0081, -0.0241, 0.0383, -0.1132
751, 0.0534, -0.1786, -0.0081, 0.0248, -0.0086, 0.0245, 0.0533, -0.1751, 0.0077, -0.0254, 0.0363, -0.1192
751, 0.0556, -0.1677, -0.0085, 0.0231, -0.0090, 0.0223, 0.0554, -0.1642, 0.0080, -0.0238, 0.0377, -0.1117
751, 0.0525, -0.1980, -0.0080, 0.0278, -0.0084, 0.0270, 0.0524, -0.1940, 0.0076, -0.0281, 0.0356, -0.1320
751, 0.0546, -0.2031, -0.0083, 0.0287, -0.0088, 0.0278, 0.0544, -0.1993, 0.0079, -0.0289, 0.0370, -0.1356
751, 0.0519, -0.2609, -0.0079, 0.0379, -0.0083, 0.0377, 0.0518, -0.2575, 0.0075, -0.0373, 0.0352, -0.1752
751, 0.0459, -0.1550, -0.0070, 0.0213, -0.0073, 0.0196, 0.0458, -0.1518, 0.0066, -0.0220, 0.0312, -0.1032
751, 0.0604, -0.2237, -0.0093, 0.0322, -0.0097, 0.0313, 0.0603, -0.2209, 0.0087, -0.0320, 0.0411, -0.1503
751, 0.0569, -0.2103, -0.0087, 0.0301, -0.0091, 0.0289, 0.0568, -0.2075, 0.0082, -0.0300, 0.0386, -0.1411
751, 0.0492, -0.0753, -0.0075, 0.0089, -0.0078, 0.0057, 0.0491, -0.0725, 0.0071, -0.0105, 0.0334, -0.0492
751, 0.0493, -0.1883, -0.0075, 0.0267, -0.0078, 0.0250, 0.0492, -0.1856, 0.0071, -0.0269, 0.0334, -0.1262
751, 0.0437, -0.1659, -0.0066, 0.0232, -0.0068, 0.0212, 0.0436, -0.1634, 0.0063, -0.0237, 0.0297, -0.1110
751, 0.0435, -0.1731, -0.0066, 0.0243, -0.0068, 0.0224, 0.0434, -0.1704, 0.0063, -0.0247, 0.0295, -0.1158
751, 0.0415, -0.2024, -0.0063, 0.0289, -0.0065, 0.0275, 0.0414, -0.2000, 0.0060, -0.0290, 0.0281, -0.1359
751, 0.0391, -0.1058, -0.0059, 0.0137, -0.0061, 0.0112, 0.0390, -0.1035, 0.0056, -0.0150, 0.0265, -0.0702
751, 0.0362, -0.1484, -0.0054, 0.0204, -0.0056, 0.0185, 0.0361, -0.1460, 0.0052, -0.0212, 0.0245, -0.0991
751, 0.0433, -0.0425, -0.0066, 0.0037, -0.0068, 0.0005, 0.0432, -0.0400, 0.0063, -0.0058, 0.0294, -0.0270
751, 0.0351, -0.1988, -0.0053, 0.0282, -0.0054, 0.0273, 0.0349, -0.1964, 0.0051, -0.0285, 0.0238, -0.1334
751, 0.0310, -0.1158, -0.0046, 0.0152, -0.0047, 0.0134, 0.0309, -0.1136, 0.0045, -0.0165, 0.0210, -0.0771
751, 0.0277, -0.1167, -0.0041, 0.0153, -0.0042, 0.0137, 0.0276, -0.1147, 0.0040, -0.0166, 0.0188, -0.0778
751, 0.0253, -0.0912, -0.0037, 0.0113, -0.0038, 0.0095, 0.0252, -0.0892, 0.0037, -0.0129, 0.0172, -0.0604
751, 0.0236, -0.1060, -0.0035, 0.0136, -0.0035, 0.0122, 0.0235, -0.1040, 0.0034, -0.0151, 0.0160, -0.0705
751, 0.0216, -0.1071, -0.0031, 0.0138, -0.0032, 0.0125, 0.0215, -0.1053, 0.0031, -0.0152, 0.0146, -0.0714
751, 0.0200, -0.0745, -0.0029, 0.0087, -0.0029, 0.0071, 0.0199, -0.0726, 0.0029, -0.0105, 0.0135, -0.0491
751, 0.0178, -0.0469, -0.0025, 0.0043, -0.0026, 0.0025, 0.0177, -0.0450, 0.0026, -0.0065, 0.0120, -0.0304
751, 0.0161, -0.0730, -0.0023, 0.0084, -0.0023, 0.0071, 0.0160, -0.0713, 0.0023, -0.0103, 0.0109, -0.0483
751, 0.0144, -0.0679, -0.0020, 0.0076, -0.0020, 0.0063, 0.0142, -0.0661, 0.0021, -0.0095, 0.0097, -0.0447
751, 0.0116, -0.0647, -0.0016, 0.0071, -0.0015, 0.0059, 0.0115, -0.0630, 0.0017, -0.0091, 0.0078, -0.0426
751, 0.0101, -0.0608, -0.0013, 0.0065, -0.0013, 0.0053, 0.0099, -0.0591, 0.0014, -0.0085, 0.0067, -0.0399
751, 0.0074, -0.0453, -0.0009, 0.0040, -0.0008, 0.0027, 0.0072, -0.0437, 0.0010, -0.0063, 0.0049, -0.0294
751, 0.0059, -0.0440, -0.0007, 0.0038, -0.0006, 0.0025, 0.0057, -0.0423, 0.0008, -0.0061, 0.0039, -0.0285
751, 0.0037, -0.0409, -0.0003, 0.0033, -0.0002, 0.0020, 0.0036, -0.0393, 0.0005, -0.0056, 0.0024, -0.0264
751, 0.0023, -0.0320, -0.0001, 0.0019, 0.0000, 0.0006, 0.0021, -0.0304, 0.0003, -0.0044, 0.0014, -0.0204
751, 0.0012, -0.0184, 0.0001, -0.0002, 0.0002, -0.0017, 0.0010, -0.0168, 0.0001, -0.0024, 0.0007, -0.0111
751, 0.0005, -0.0194, 0.0002, -0.0001, 0.0004, -0.0015, 0.0003, -0.0176, 0.0000, -0.0026, 0.0002, -0.0118
751, -0.0013, -0.0159, 0.0005, -0.0006, 0.0007, -0.0021, -0.0014, -0.0141, -0.0002, -0.0021, -0.0013, -0.0187
751, -0.0036, -0.0333, 0.0008, 0.0021, 0.0011, 0.0010, -0.0037, -0.0315, -0.0006, -0.0047, -0.0026, -0.0212
751, -0.0053, -0.0230, 0.0011, 0.0005, 0.0014, -0.0008, -0.0054, -0.0212, -0.0008, -0.0032, -0.0037, -0.0142
751, -0.0077, -0.0331, 0.0015, 0.0020, 0.0018, 0.0009, -0.0078, -0.0312, -0.0012, -0.0047, -0.0054, -0.0211
751, -0.0097, -0.0109, 0.0018, -0.0014, 0.0021, -0.0030, -0.0098, -0.0092, -0.0015, -0.0013, -0.0067, -0.0060
751, -0.0117, -0.0110, 0.0021, -0.0014, 0.0025, -0.0030, -0.0118, -0.0094, -0.0018, -0.0014, -0.0081, -0.0061
751, -0.0128, -0.0035, 0.0023, -0.0026, 0.0027, -0.0044, -0.0128, -0.0018, -0.0020, -0.0002, -0.0088, -0.0009
751, -0.0140, 0.0034, 0.0025, -0.0036, 0.0029, -0.0057, -0.0141, 0.0050, -0.0022, 0.0008, -0.0097, 0.0036
751, -0.0158, 0.0221, 0.0027, -0.0065, 0.0032, -0.0090, -0.0158, 0.0235, -0.0024, 0.0036, -0.0108, 0.0163
