EXP, ShoulderPan_PE, ShoulderPan_VE, ShoulderLift_PE, \ShoulderLift_VE, Elbow_PE,             Elbow_VE, Wrist1_PE, Wrist1_VE, Wrist2_PE, Wrist2_VE, Wrist3_PE, Wrist3_VE
763, 0.0365, -0.0777, 0.0342, -0.0740, -0.0053, 0.0104, -0.0207, 0.0438, 0.0008, -0.0018, 0.0459, -0.0972
763, 0.0340, -0.1055, 0.0318, -0.0992, -0.0049, 0.0150, -0.0192, 0.0597, 0.0008, -0.0024, 0.0426, -0.1324
763, 0.0320, -0.0735, 0.0300, -0.0695, -0.0046, 0.0096, -0.0181, 0.0411, 0.0007, -0.0017, 0.0401, -0.0912
763, 0.0290, -0.0783, 0.0271, -0.0736, -0.0040, 0.0103, -0.0163, 0.0438, 0.0007, -0.0018, 0.0361, -0.0971
763, 0.0320, -0.0805, 0.0298, -0.0755, -0.0045, 0.0107, -0.0180, 0.0450, 0.0007, -0.0018, 0.0399, -0.0998
763, 0.0282, -0.0796, 0.0263, -0.0744, -0.0039, 0.0105, -0.0158, 0.0444, 0.0006, -0.0018, 0.0351, -0.0985
763, 0.0255, -0.0739, 0.0237, -0.0689, -0.0034, 0.0095, -0.0142, 0.0410, 0.0006, -0.0016, 0.0316, -0.0910
763, 0.0257, -0.0934, 0.0238, -0.0866, -0.0034, 0.0128, -0.0143, 0.0522, 0.0006, -0.0021, 0.0317, -0.1157
763, 0.0229, -0.0731, 0.0212, -0.0678, -0.0029, 0.0093, -0.0127, 0.0404, 0.0005, -0.0016, 0.0281, -0.0898
763, 0.0195, -0.0659, 0.0181, -0.0611, -0.0020, 0.0060, -0.0107, 0.0363, 0.0004, -0.0015, 0.0238, -0.0805
763, 0.0150, -0.0545, 0.0139, -0.0504, -0.0016, 0.0061, -0.0081, 0.0296, 0.0003, -0.0012, 0.0180, -0.0657
763, 0.0123, -0.0497, 0.0114, -0.0459, -0.0011, 0.0053, -0.0065, 0.0268, 0.0003, -0.0011, 0.0145, -0.0596
763, 0.0101, -0.0418, 0.0093, -0.0385, -0.0008, 0.0040, -0.0052, 0.0222, 0.0002, -0.0009, 0.0117, -0.0494
764, 0.0084, -0.0313, 0.0077, -0.0288, -0.0005, 0.0021, -0.0043, 0.0162, 0.0002, -0.0007, 0.0095, -0.0360
764, 0.0068, -0.0264, 0.0062, -0.0282, -0.0003, -0.0011, -0.0032, 0.0217, 0.0002, 0.0033, 0.0073, -0.0413
764, 0.0054, -0.0215, 0.0045, -0.0228, -0.0003, -0.0014, -0.0015, 0.0170, 0.0006, 0.0025, 0.0043, -0.0324
764, 0.0042, -0.0182, 0.0028, -0.0203, -0.0003, -0.0023, 0.0003, 0.0165, 0.0010, 0.0032, 0.0012, -0.0301
764, 0.0032, -0.0144, 0.0015, -0.0145, -0.0007, -0.0018, 0.0017, 0.0094, 0.0014, 0.0012, -0.0028, -0.0210
764, 0.0024, -0.0128, 0.0002, -0.0143, -0.0006, -0.0027, 0.0033, 0.0113, 0.0019, 0.0025, -0.0039, -0.0204
764, 0.0014, -0.0105, -0.0020, -0.0103, -0.0012, -0.0019, 0.0067, 0.0058, 0.0032, 0.0006, -0.0092, -0.0116
764, 0.0006, -0.0125, -0.0036, -0.0195, -0.0015, -0.0058, 0.0091, 0.0232, 0.0040, 0.0079, -0.0128, -0.0368
764, 0.0000, -0.0064, -0.0046, -0.0031, -0.0017, -0.0007, 0.0104, -0.0040, 0.0044, -0.0026, -0.0149, 0.0040
764, -0.0006, -0.0057, -0.0060, -0.0030, -0.0021, -0.0011, 0.0127, -0.0032, 0.0053, -0.0021, -0.0184, 0.0033
764, -0.0016, -0.0070, -0.0088, -0.0081, -0.0030, -0.0032, 0.0173, 0.0062, 0.0071, 0.0018, -0.0254, -0.0105
764, -0.0022, -0.0047, -0.0103, -0.0023, -0.0034, -0.0014, 0.0197, -0.0032, 0.0080, -0.0018, -0.0289, 0.0037
764, -0.0022, -0.0012, -0.0101, 0.0077, -0.0033, 0.0018, 0.0191, -0.0199, 0.0078, -0.0083, -0.0282, 0.0287
764, -0.0037, -0.0063, -0.0145, -0.0090, -0.0048, -0.0042, 0.0267, 0.0091, 0.0107, 0.0033, -0.0394, -0.0142
764, -0.0038, -0.0002, -0.0146, 0.0092, -0.0048, 0.0020, 0.0269, -0.0219, 0.0108, -0.0090, -0.0398, 0.0319
764, -0.0041, 0.0008, -0.0152, 0.0117, -0.0049, 0.0028, 0.0277, -0.0260, 0.0111, -0.0106, -0.0411, 0.0382
764, -0.0041, -0.0001, -0.0150, 0.0085, -0.0048, 0.0015, 0.0275, -0.0205, 0.0110, -0.0083, -0.0407, 0.0300
764, -0.0046, 0.0003, -0.0165, 0.0093, -0.0053, 0.0017, 0.0300, -0.0217, 0.0120, -0.0088, -0.0445, 0.0318
764, -0.0050, 0.0107, -0.0176, 0.0413, -0.0057, 0.0128, 0.0317, -0.0765, 0.0127, -0.0306, -0.0471, 0.1134
764, -0.0051, -0.0006, -0.0178, 0.0057, -0.0057, 0.0003, 0.0322, -0.0154, 0.0129, -0.0062, -0.0477, 0.0227
764, -0.0054, 0.0073, -0.0187, 0.0299, -0.0060, 0.0087, 0.0337, -0.0569, 0.0135, -0.0228, -0.0500, 0.0843
764, -0.0058, 0.0006, -0.0198, 0.0088, -0.0064, 0.0013, 0.0356, -0.0207, 0.0142, -0.0083, -0.0528, 0.0305
764, -0.0058, 0.0071, -0.0198, 0.0286, -0.0064, 0.0081, 0.0355, -0.0547, 0.0142, -0.0219, -0.0527, 0.0812
764, -0.0078, -0.0003, -0.0258, 0.0054, -0.0085, -0.0000, 0.0460, -0.0149, 0.0183, -0.0060, -0.0682, 0.0220
764, -0.0075, 0.0081, -0.0249, 0.0310, -0.0081, 0.0088, 0.0443, -0.0588, 0.0177, -0.0235, -0.0658, 0.0872
764, -0.0078, 0.0150, -0.0256, 0.0521, -0.0084, 0.0161, 0.0456, -0.0951, 0.0182, -0.0380, -0.0677, 0.1411
764, -0.0082, 0.0090, -0.0266, 0.0329, -0.0087, 0.0094, 0.0473, -0.0623, 0.0189, -0.0249, -0.0702, 0.0924
764, -0.0080, 0.0036, -0.0259, 0.0158, -0.0084, 0.0033, 0.0460, -0.0328, 0.0184, -0.0131, -0.0684, 0.0486
764, -0.0085, 0.0125, -0.0274, 0.0426, -0.0089, 0.0126, 0.0486, -0.0789, 0.0194, -0.0315, -0.0722, 0.1171
764, -0.0088, 0.0018, -0.0280, 0.0088, -0.0091, 0.0007, 0.0497, -0.0208, 0.0198, -0.0083, -0.0738, 0.0307
764, -0.0090, 0.0179, -0.0285, 0.0583, -0.0093, 0.0179, 0.0506, -0.1058, 0.0202, -0.0422, -0.0751, 0.1571
764, -0.0119, 0.0092, -0.0376, 0.0308, -0.0124, 0.0082, 0.0661, -0.0585, 0.0264, -0.0234, -0.0982, 0.0869
764, -0.0119, 0.0174, -0.0373, 0.0556, -0.0123, 0.0168, 0.0656, -0.1010, 0.0262, -0.0403, -0.0975, 0.1500
764, -0.0117, 0.0270, -0.0363, 0.0844, -0.0119, 0.0268, 0.0640, -0.1506, 0.0255, -0.0601, -0.0950, 0.2235
764, -0.0129, 0.0208, -0.0400, 0.0645, -0.0132, 0.0198, 0.0703, -0.1163, 0.0281, -0.0464, -0.1044, 0.1727
764, -0.0126, 0.0292, -0.0389, 0.0899, -0.0128, 0.0285, 0.0684, -0.1597, 0.0273, -0.0638, -0.1016, 0.2373
764, -0.0117, 0.0205, -0.0356, 0.0618, -0.0116, 0.0186, 0.0627, -0.1115, 0.0250, -0.0445, -0.0931, 0.1655
764, -0.0112, 0.0246, -0.0339, 0.0737, -0.0110, 0.0227, 0.0597, -0.1319, 0.0238, -0.0526, -0.0887, 0.1958
764, -0.0104, 0.0324, -0.0314, 0.0974, -0.0101, 0.0308, 0.0553, -0.1724, 0.0221, -0.0688, -0.0822, 0.2560
764, -0.0118, 0.0136, -0.0355, 0.0385, -0.0115, 0.0103, 0.0624, -0.0712, 0.0249, -0.0284, -0.0926, 0.1058
764, -0.0111, 0.0285, -0.0330, 0.0839, -0.0106, 0.0260, 0.0582, -0.1490, 0.0232, -0.0595, -0.0864, 0.2215
764, -0.0105, 0.0208, -0.0309, 0.0591, -0.0098, 0.0173, 0.0544, -0.1062, 0.0217, -0.0424, -0.0808, 0.1581
764, -0.0099, 0.0192, -0.0289, 0.0536, -0.0091, 0.0153, 0.0510, -0.0967, 0.0203, -0.0386, -0.0758, 0.1439
764, -0.0092, 0.0213, -0.0268, 0.0595, -0.0084, 0.0173, 0.0473, -0.1070, 0.0189, -0.0427, -0.0703, 0.1590
764, -0.0102, 0.0282, -0.0298, 0.0806, -0.0094, 0.0246, 0.0524, -0.1430, 0.0209, -0.0571, -0.0779, 0.2125
764, -0.0094, 0.0184, -0.0270, 0.0494, -0.0084, 0.0138, 0.0477, -0.0895, 0.0190, -0.0357, -0.0709, 0.1331
764, -0.0088, 0.0191, -0.0250, 0.0511, -0.0077, 0.0143, 0.0442, -0.0923, 0.0176, -0.0368, -0.0656, 0.1372
764, -0.0079, 0.0163, -0.0222, 0.0419, -0.0067, 0.0111, 0.0393, -0.0764, 0.0157, -0.0305, -0.0585, 0.1137
764, -0.0073, 0.0182, -0.0202, 0.0476, -0.0061, 0.0130, 0.0360, -0.0861, 0.0144, -0.0344, -0.0536, 0.1282
764, -0.0067, 0.0238, -0.0183, 0.0645, -0.0054, 0.0189, 0.0327, -0.1151, 0.0130, -0.0460, -0.0486, 0.1712
764, -0.0075, 0.0182, -0.0205, 0.0467, -0.0061, 0.0128, 0.0364, -0.0846, 0.0145, -0.0338, -0.0459, 0.1157
764, -0.0068, 0.0179, -0.0184, 0.0455, -0.0054, 0.0124, 0.0328, -0.0826, 0.0131, -0.0329, -0.0488, 0.1227
764, -0.0062, 0.0155, -0.0164, 0.0380, -0.0047, 0.0098, 0.0294, -0.0698, 0.0117, -0.0278, -0.0437, 0.1036
764, -0.0056, 0.0190, -0.0143, 0.0485, -0.0040, 0.0134, 0.0258, -0.0878, 0.0103, -0.0350, -0.0384, 0.1305
764, -0.0052, 0.0143, -0.0130, 0.0337, -0.0036, 0.0083, 0.0237, -0.0624, 0.0094, -0.0249, -0.0352, 0.0927
764, -0.0046, 0.0143, -0.0111, 0.0335, -0.0029, 0.0083, 0.0204, -0.0622, 0.0081, -0.0248, -0.0303, 0.0923
764, -0.0042, 0.0153, -0.0100, 0.0363, -0.0025, 0.0093, 0.0185, -0.0671, 0.0074, -0.0267, -0.0274, 0.0995
764, -0.0038, 0.0139, -0.0085, 0.0317, -0.0020, 0.0077, 0.0183, -0.0714, 0.0063, -0.0236, -0.0236, 0.0878
764, -0.0038, 0.0128, -0.0085, 0.0284, -0.0020, 0.0066, 0.0160, -0.0536, 0.0063, -0.0213, -0.0237, 0.0793
764, -0.0032, 0.0124, -0.0068, 0.0271, -0.0014, 0.0061, 0.0129, -0.0513, 0.0051, -0.0204, -0.0192, 0.0759
764, -0.0028, 0.0106, -0.0054, 0.0214, -0.0010, 0.0041, 0.0106, -0.0415, 0.0042, -0.0165, -0.0157, 0.0614
764, -0.0023, 0.0101, -0.0040, 0.0197, -0.0005, 0.0036, 0.0082, -0.0386, 0.0033, -0.0153, -0.0122, 0.0571
764, -0.0021, 0.0078, -0.0031, 0.0125, -0.0002, 0.0011, 0.0067, -0.0263, 0.0027, -0.0104, -0.0099, 0.0388
764, -0.0018, 0.0078, -0.0022, 0.0141, 0.0001, 0.0015, 0.0051, -0.0286, 0.0020, -0.0112, -0.0075, 0.0424
764, -0.0014, 0.0074, -0.0009, 0.0128, 0.0006, 0.0011, 0.0030, -0.0263, 0.0012, -0.0102, -0.0044, 0.0391
764, -0.0011, 0.0070, 0.0004, 0.0117, 0.0010, 0.0007, 0.0008, -0.0244, 0.0003, -0.0095, -0.0010, 0.0364
764, -0.0008, 0.0057, 0.0014, 0.0067, 0.0013, -0.0010, -0.0009, -0.0160, -0.0003, -0.0062, 0.0015, 0.0237
764, -0.0006, 0.0059, 0.0024, 0.0083, 0.0017, -0.0005, -0.0025, -0.0186, -0.0010, -0.0072, 0.0040, 0.0276
764, -0.0002, 0.0041, 0.0036, 0.0006, 0.0021, -0.0030, -0.0045, -0.0059, -0.0018, -0.0023, 0.0070, 0.0085
764, 0.0000, 0.0049, 0.0047, 0.0043, 0.0025, -0.0018, -0.0064, -0.0121, -0.0025, -0.0046, 0.0098, 0.0177
764, 0.0003, 0.0012, 0.0057, -0.0110, 0.0028, -0.0069, -0.0080, 0.0132, -0.0031, 0.0052, 0.0123, -0.0205
764, 0.0007, 0.0030, 0.0073, -0.0031, 0.0033, -0.0043, -0.0106, 0.0002, -0.0041, 0.0002, 0.0161, -0.0009
764, 0.0012, 0.0034, 0.0094, -0.0012, 0.0040, -0.0037, -0.0141, -0.0030, -0.0055, -0.0010, 0.0215, 0.0039
764, 0.0020, -0.0060, 0.0129, -0.0412, 0.0052, -0.0169, -0.0199, 0.0627, -0.0077, 0.0244, 0.0302, -0.0954
764, 0.0020, -0.0008, 0.0127, -0.0189, 0.0051, -0.0096, -0.0195, 0.0262, -0.0076, 0.0103, 0.0297, -0.0402
764, 0.0021, 0.0002, 0.0133, -0.0144, 0.0053, -0.0081, -0.0205, 0.0189, -0.0079, 0.0074, 0.0311, -0.0291
764, 0.0022, -0.0029, 0.0136, -0.0274, 0.0054, -0.0124, -0.0210, 0.0401, -0.0082, 0.0156, 0.0319, -0.0613
764, 0.0025, -0.0016, 0.0180, -0.0294, 0.0058, -0.0106, -0.0283, 0.0434, -0.0110, 0.0169, 0.0430, -0.0662
764, 0.0035, -0.0022, 0.0189, -0.0242, 0.0072, -0.0114, -0.0297, 0.0349, -0.0115, 0.0137, 0.0451, -0.0535
764, 0.0037, 0.0006, 0.0198, -0.0120, 0.0075, -0.0074, -0.0311, 0.0147, -0.0121, 0.0059, 0.0473, -0.0231
764, 0.0039, -0.0086, 0.0206, -0.0508, 0.0077, -0.0202, -0.0324, 0.0783, -0.0126, 0.0305, 0.0493, -0.1195
764, 0.0043, -0.0041, 0.0220, -0.0313, 0.0082, -0.0138, -0.0347, 0.0465, -0.0135, 0.0182, 0.0528, -0.0711
764, 0.0047, -0.0125, 0.0239, -0.0669, 0.0088, -0.0255, -0.0379, 0.1050, -0.0147, 0.0408, 0.0576, -0.1597
764, 0.0050, -0.0059, 0.0250, -0.0383, 0.0092, -0.0161, -0.0397, 0.0579, -0.0154, 0.0226, 0.0603, -0.0885
764, 0.0053, -0.0023, 0.0262, -0.0228, 0.0096, -0.0111, -0.0417, 0.0324, -0.0162, 0.0127, 0.0634, -0.0499
764, 0.0066, -0.0129, 0.0316, -0.0678, 0.0114, -0.0259, -0.0505, 0.1064, -0.0196, 0.0414, 0.0767, -0.1618
764, 0.0065, -0.0110, 0.0309, -0.0592, 0.0111, -0.0231, -0.0494, 0.0922, -0.0192, 0.0359, 0.0749, -0.1404
764, 0.0067, -0.0078, 0.0318, -0.0448, 0.0115, -0.0183, -0.0509, 0.0684, -0.0198, 0.0267, 0.0773, -0.1045
764, 0.0069, -0.0169, 0.0322, -0.0831, 0.0116, -0.0309, -0.0515, 0.1314, -0.0200, 0.0510, 0.0782, -0.1998
764, 0.0071, -0.0101, 0.0332, -0.0535, 0.0119, -0.0212, -0.0531, 0.0827, -0.0206, 0.0322, 0.0806, -0.1261
764, 0.0074, -0.0163, 0.0340, -0.0791, 0.0122, -0.0295, -0.0544, 0.1246, -0.0211, 0.0484, 0.0827, -0.1897
764, 0.0076, -0.0123, 0.0346, -0.0613, 0.0123, -0.0237, -0.0554, 0.0954, -0.0215, 0.0371, 0.0840, -0.1452
764, 0.0077, -0.0184, 0.0349, -0.0864, 0.0124, -0.0320, -0.0559, 0.1369, -0.0217, 0.0531, 0.0848, -0.2077
764, 0.0079, -0.0136, 0.0357, -0.0655, 0.0127, -0.0251, -0.0573, 0.1026, -0.0222, 0.0398, 0.0868, -0.1556
764, 0.0098, -0.0111, 0.0433, -0.0539, 0.0152, -0.0212, -0.0697, 0.0837, -0.0270, 0.0325, 0.1056, -0.1268
764, 0.0093, -0.0210, 0.0410, -0.0950, 0.0144, -0.0347, -0.0661, 0.1510, -0.0256, 0.0585, 0.1000, -0.2288
764, 0.0089, -0.0242, 0.0392, -0.1077, 0.0138, -0.0388, -0.0630, 0.1718, -0.0244, 0.0666, 0.0954, -0.2603
764, 0.0086, -0.0218, 0.0376, -0.0960, 0.0133, -0.0348, -0.0604, 0.1526, -0.0234, 0.0591, 0.0914, -0.2311
764, 0.0078, -0.0133, 0.0338, -0.0588, 0.0120, -0.0225, -0.0541, 0.0914, -0.0210, 0.0354, 0.0820, -0.1385
764, 0.0077, -0.0195, 0.0329, -0.0842, 0.0117, -0.0308, -0.0526, 0.1331, -0.0204, 0.0516, 0.0796, -0.2016
764, 0.0086, -0.0171, 0.0367, -0.0732, 0.0129, -0.0271, -0.0589, 0.1149, -0.0228, 0.0445, 0.0892, -0.1741
764, 0.0084, -0.0197, 0.0352, -0.0832, 0.0124, -0.0303, -0.0565, 0.1315, -0.0219, 0.0509, 0.0855, -0.1990
764, 0.0078, -0.0166, 0.0324, -0.0687, 0.0114, -0.0255, -0.0517, 0.1076, -0.0200, 0.0417, 0.0783, -0.1628
764, 0.0073, -0.0181, 0.0301, -0.0742, 0.0107, -0.0272, -0.0480, 0.1165, -0.0186, 0.0451, 0.0727, -0.1764
764, 0.0080, -0.0104, 0.0329, -0.0405, 0.0116, -0.0160, -0.0526, 0.0611, -0.0204, 0.0237, 0.0796, -0.0927
764, 0.0074, -0.0227, 0.0301, -0.0922, 0.0106, -0.0329, -0.0480, 0.1459, -0.0186, 0.0565, 0.0727, -0.2210
764, 0.0072, -0.0214, 0.0290, -0.0860, 0.0102, -0.0308, -0.0461, 0.1357, -0.0178, 0.0526, 0.0698, -0.2056
764, 0.0065, -0.0180, 0.0260, -0.0706, 0.0092, -0.0257, -0.0412, 0.1105, -0.0160, 0.0428, 0.0625, -0.1674
764, 0.0061, -0.0154, 0.0242, -0.0589, 0.0086, -0.0218, -0.0383, 0.0913, -0.0148, 0.0354, 0.0580, -0.1384
764, 0.0058, -0.0145, 0.0226, -0.0543, 0.0081, -0.0202, -0.0356, 0.0839, -0.0138, 0.0325, 0.0539, -0.1271
764, 0.0054, -0.0160, 0.0208, -0.0603, 0.0075, -0.0221, -0.0327, 0.0937, -0.0127, 0.0363, 0.0495, -0.1420
764, 0.0050, -0.0121, 0.0190, -0.0433, 0.0069, -0.0165, -0.0297, 0.0658, -0.0115, 0.0255, 0.0450, -0.0998
764, 0.0047, -0.0136, 0.0177, -0.0492, 0.0064, -0.0184, -0.0276, 0.0755, -0.0107, 0.0293, 0.0496, -0.1189
764, 0.0044, -0.0152, 0.0161, -0.0555, 0.0059, -0.0204, -0.0249, 0.0860, -0.0097, 0.0333, 0.0378, -0.1302
764, 0.0048, -0.0099, 0.0175, -0.0327, 0.0064, -0.0129, -0.0274, 0.0486, -0.0106, 0.0188, 0.0415, -0.0736
764, 0.0044, -0.0153, 0.0158, -0.0555, 0.0058, -0.0204, -0.0246, 0.0861, -0.0095, 0.0334, 0.0373, -0.1304
764, 0.0040, -0.0121, 0.0142, -0.0417, 0.0053, -0.0158, -0.0220, 0.0635, -0.0085, 0.0246, 0.0334, -0.0963
764, 0.0036, -0.0113, 0.0126, -0.0381, 0.0047, -0.0146, -0.0193, 0.0577, -0.0075, 0.0223, 0.0292, -0.0874
764, 0.0033, -0.0105, 0.0110, -0.0341, 0.0042, -0.0133, -0.0168, 0.0512, -0.0065, 0.0198, 0.0254, -0.0775
764, 0.0029, -0.0107, 0.0093, -0.0351, 0.0036, -0.0136, -0.0140, 0.0528, -0.0054, 0.0205, 0.0212, -0.0801
764, 0.0026, -0.0092, 0.0090, -0.0320, 0.0032, -0.0113, -0.0135, 0.0479, -0.0052, 0.0186, 0.0205, -0.0726
764, 0.0023, -0.0092, 0.0067, -0.0281, 0.0028, -0.0113, -0.0097, 0.0415, -0.0038, 0.0161, 0.0147, -0.0629
764, 0.0020, -0.0080, 0.0055, -0.0232, 0.0024, -0.0096, -0.0077, 0.0334, -0.0030, 0.0129, 0.0117, -0.0506
764, 0.0018, -0.0077, 0.0046, -0.0217, 0.0021, -0.0091, -0.0062, 0.0311, -0.0024, 0.0121, 0.0095, -0.0472
765, 0.0016, -0.0056, 0.0037, -0.0129, 0.0018, -0.0062, -0.0049, 0.0165, -0.0019, 0.0064, 0.0074, -0.0251
765, 0.0018, 0.0053, 0.0028, -0.0290, 0.0017, -0.0037, -0.0039, 0.0208, -0.0015, 0.0087, 0.0067, -0.0008
765, 0.0024, 0.0034, 0.0011, -0.0226, 0.0017, -0.0034, -0.0027, 0.0155, -0.0010, 0.0065, 0.0070, 0.0002
765, 0.0032, 0.0058, -0.0006, -0.0239, 0.0017, -0.0024, -0.0016, 0.0137, -0.0005, 0.0059, 0.0078, 0.0086
765, 0.0040, -0.0028, -0.0022, -0.0097, 0.0018, -0.0040, -0.0007, 0.0079, -0.0001, 0.0032, 0.0088, -0.0072
765, 0.0048, -0.0029, -0.0038, -0.0081, 0.0019, -0.0037, 0.0001, 0.0061, 0.0002, 0.0024, 0.0101, -0.0056
765, 0.0056, -0.0045, -0.0052, -0.0047, 0.0020, -0.0039, 0.0008, 0.0041, 0.0005, 0.0016, 0.0113, -0.0075
765, 0.0068, -0.0051, -0.0071, -0.0030, 0.0022, -0.0038, 0.0016, 0.0028, 0.0009, 0.0010, 0.0136, -0.0076
765, 0.0077, -0.0105, -0.0087, 0.0054, 0.0024, -0.0049, 0.0022, -0.0003, 0.0012, -0.0004, 0.0154, -0.0181
765, 0.0091, -0.0127, -0.0108, 0.0090, 0.0027, -0.0053, 0.0029, -0.0018, 0.0015, -0.0012, 0.0181, -0.0221
765, 0.0126, -0.0056, -0.0160, -0.0011, 0.0035, -0.0036, 0.0045, 0.0008, 0.0023, 0.0002, 0.0255, -0.0065
765, 0.0134, 0.0008, -0.0173, -0.0101, 0.0037, -0.0021, 0.0050, 0.0031, 0.0026, 0.0015, 0.0272, 0.0075
765, 0.0146, -0.0367, -0.0190, 0.0447, 0.0039, -0.0106, 0.0055, -0.0130, 0.0028, -0.0067, 0.0295, -0.0720
765, 0.0151, -0.0206, -0.0198, 0.0213, 0.0040, -0.0069, 0.0058, -0.0065, 0.0030, -0.0034, 0.0306, -0.0374
765, 0.0161, -0.0323, -0.0213, 0.0385, 0.0042, -0.0095, 0.0063, -0.0116, 0.0032, -0.0060, 0.0327, -0.0622
765, 0.0164, -0.0268, -0.0218, 0.0308, 0.0043, -0.0082, 0.0065, -0.0095, 0.0033, -0.0049, 0.0334, -0.0507
765, 0.0181, -0.0548, -0.0242, 0.0716, 0.0047, -0.0146, 0.0072, -0.0214, 0.0037, -0.0109, 0.0369, -0.1102
765, 0.0236, -0.0365, -0.0324, 0.0448, 0.0060, -0.0104, 0.0096, -0.0137, 0.0049, -0.0070, 0.0488, -0.0710
765, 0.0247, -0.0297, -0.0340, 0.0350, 0.0062, -0.0088, 0.0101, -0.0110, 0.0051, -0.0056, 0.0512, -0.0567
765, 0.0249, -0.0382, -0.0343, 0.0475, 0.0062, -0.0107, 0.0102, -0.0147, 0.0052, -0.0075, 0.0516, -0.0749
765, 0.0247, -0.0420, -0.0340, 0.0532, 0.0062, -0.0116, 0.0101, -0.0164, 0.0052, -0.0083, 0.0512, -0.0833
765, 0.0310, -0.0451, -0.0432, 0.0576, 0.0076, -0.0122, 0.0128, -0.0177, 0.0065, -0.0090, 0.0647, -0.0898
765, 0.0319, -0.0745, -0.0446, 0.1007, 0.0078, -0.0190, 0.0132, -0.0302, 0.0067, -0.0154, 0.0667, -0.1529
765, 0.0322, -0.0465, -0.0450, 0.0601, 0.0079, -0.0126, 0.0133, -0.0185, 0.0068, -0.0094, 0.0674, -0.0938
765, 0.0326, -0.0864, -0.0457, 0.1185, 0.0080, -0.0217, 0.0136, -0.0355, 0.0069, -0.0181, 0.0685, -0.1792
765, 0.0330, -0.0363, -0.0464, 0.0459, 0.0081, -0.0102, 0.0138, -0.0145, 0.0070, -0.0074, 0.0695, -0.0731
765, 0.0341, -0.0572, -0.0480, 0.0766, 0.0083, -0.0150, 0.0142, -0.0234, 0.0073, -0.0119, 0.0718, -0.1182
765, 0.0341, -0.0783, -0.0481, 0.1078, 0.0083, -0.0198, 0.0143, -0.0325, 0.0073, -0.0166, 0.0721, -0.1639
765, 0.0343, -0.0469, -0.0486, 0.0624, 0.0084, -0.0126, 0.0144, -0.0194, 0.0073, -0.0098, 0.0727, -0.0976
765, 0.0354, -0.0835, -0.0502, 0.1161, 0.0086, -0.0210, 0.0149, -0.0350, 0.0076, -0.0178, 0.0751, -0.1763
765, 0.0350, -0.0271, -0.0497, 0.0342, 0.0085, -0.0079, 0.0148, -0.0113, 0.0075, -0.0057, 0.0743, -0.0566
765, 0.0430, -0.1012, -0.0485, 0.0992, 0.0083, -0.0180, 0.0182, -0.0426, 0.0073, -0.0153, 0.0916, -0.2147
765, 0.0431, -0.0977, -0.0616, 0.1377, 0.0103, -0.0240, 0.0182, -0.0413, 0.0093, -0.0210, 0.0918, -0.2079
765, 0.0420, -0.0955, -0.0601, 0.1349, 0.0100, -0.0234, 0.0178, -0.0404, 0.0091, -0.0206, 0.0897, -0.2038
765, 0.0435, -0.0563, -0.0625, 0.0782, 0.0104, -0.0143, 0.0185, -0.0240, 0.0094, -0.0122, 0.0931, -0.1209
765, 0.0419, -0.1021, -0.0603, 0.1452, 0.0100, -0.0247, 0.0178, -0.0434, 0.0091, -0.0221, 0.0898, -0.2189
765, 0.0433, -0.1150, -0.0623, 0.1642, 0.0102, -0.0275, 0.0184, -0.0490, 0.0094, -0.0249, 0.0929, -0.2466
765, 0.0447, -0.0954, -0.0643, 0.1358, 0.0105, -0.0229, 0.0190, -0.0408, 0.0097, -0.0207, 0.1172, -0.2756
765, 0.0552, -0.1103, -0.0798, 0.1576, 0.0129, -0.0262, 0.0235, -0.0471, 0.0120, -0.0239, 0.1183, -0.2367
765, 0.0566, -0.1651, -0.0818, 0.2378, 0.0132, -0.0386, 0.0240, -0.0702, 0.0123, -0.0358, 0.1212, -0.3540
765, 0.0531, -0.1305, -0.0768, 0.1875, 0.0123, -0.0304, 0.0226, -0.0556, 0.0115, -0.0283, 0.1140, -0.2803
765, 0.0631, -0.1613, -0.0913, 0.2325, 0.0145, -0.0373, 0.0268, -0.0686, 0.0137, -0.0350, 0.1351, -0.3461
765, 0.0554, -0.1627, -0.0801, 0.2347, 0.0127, -0.0373, 0.0235, -0.0691, 0.0120, -0.0353, 0.1188, -0.3492
765, 0.0553, -0.1676, -0.0800, 0.2420, 0.0126, -0.0382, 0.0234, -0.0711, 0.0120, -0.0364, 0.1186, -0.3599
765, 0.0512, -0.1353, -0.0741, 0.1951, 0.0116, -0.0305, 0.0217, -0.0575, 0.0111, -0.0294, 0.1099, -0.2911
765, 0.0478, -0.1246, -0.0691, 0.1795, 0.0108, -0.0277, 0.0203, -0.0529, 0.0104, -0.0271, 0.1026, -0.2681
765, 0.0448, -0.1014, -0.0648, 0.1457, 0.0100, -0.0221, 0.0190, -0.0431, 0.0097, -0.0221, 0.0963, -0.2186
765, 0.0442, -0.1242, -0.0639, 0.1790, 0.0098, -0.0271, 0.0187, -0.0528, 0.0096, -0.0270, 0.0949, -0.2671
765, 0.0411, -0.0856, -0.0594, 0.1228, 0.0090, -0.0180, 0.0174, -0.0364, 0.0089, -0.0187, 0.0883, -0.1847
765, 0.0407, -0.1065, -0.0588, 0.1533, 0.0089, -0.0225, 0.0173, -0.0452, 0.0088, -0.0232, 0.0874, -0.2291
