EXP,damping,stiffness,ShoulderPan,ShoulderLift,Elbow,Wrist1,Wrist2,Wrist3
0,0.0,500.0,0.010324427480916032,0.002305343511450382,0.010783969465648855,0.008890076335877864,0.0020770992366412216,0.03625648854961831
1,0.0,722.2222222222222,0.023543243243243243,0.008915315315315317,0.0017441441441441439,0.017850450450450448,0.0018108108108108106,0.014835135135135133
2,0.0,944.4444444444445,0.013085496183206107,0.019016030534351146,0.004031297709923665,0.009634351145038167,0.004869465648854961,0.027569465648854964
3,0.0,1166.6666666666667,0.015342477876106195,0.0012716814159292034,0.007253982300884956,0.2483132743362832,0.005692920353982301,0.024164601769911507
4,0.0,1388.888888888889,0.003890058479532164,0.00299766081871345,0.04373801169590644,0.015316959064327486,0.021008771929824557,0.009166081871345029
5,0.0,1611.111111111111,0.0006623076923076923,0.016105384615384615,0.003337692307692307,0.02007076923076923,0.02805692307692308,0.0027099999999999997
6,0.0,1833.3333333333335,0.005325595238095239,0.010530952380952382,0.5640875,0.00968154761904762,0.0008410714285714284,0.013160714285714288
7,0.0,2055.5555555555557,0.018529565217391308,0.015681739130434785,0.6860643478260868,0.3165226086956522,0.007293913043478261,0.01592
8,0.0,2277.777777777778,0.013231967213114752,0.0054254098360655735,0.0014926229508196722,0.013883606557377049,0.002217213114754098,0.027061475409836066
9,0.0,2500.0,0.009457031250000001,0.0170578125,0.000690625,0.019398437499999997,0.00048046875,0.027905468750000002
10,33.333333333333336,500.0,0.005063095238095238,0.013399404761904762,0.05660357142857143,0.023006547619047617,0.009441666666666668,0.032028571428571434
11,33.333333333333336,722.2222222222222,0.02979312977099237,0.040659541984732823,0.012060305343511449,0.006505343511450382,0.004278625954198473,0.044092366412213736
12,33.333333333333336,944.4444444444445,0.03862966101694916,0.02244576271186441,0.0006042372881355931,0.018616101694915257,0.008335593220338984,0.02868389830508474
13,33.333333333333336,1166.6666666666667,0.0215609756097561,0.029472357723577234,0.005595934959349593,0.019145528455284555,0.006655284552845528,0.035020325203252024
14,33.333333333333336,1388.888888888889,0.00612485549132948,0.006015606936416185,0.04378670520231214,0.018816184971098267,0.00486242774566474,0.028882080924855492
15,33.333333333333336,1611.111111111111,0.00020714285714285716,0.013593571428571429,0.0008121428571428571,0.011454285714285715,0.0008664285714285714,0.03453428571428571
16,33.333333333333336,1833.3333333333335,0.014021153846153846,0.013000641025641028,0.04070705128205128,0.011717307692307694,0.0005532051282051282,0.02173974358974359
17,33.333333333333336,2055.5555555555557,0.026028037383177566,0.007307476635514018,0.005242990654205607,0.01595140186915888,0.006350467289719627,0.026606542056074763
18,33.333333333333336,2277.777777777778,0.030783870967741937,0.0084758064516129,0.0017556451612903226,0.018502419354838713,0.0019241935483870966,0.011536290322580644
19,33.333333333333336,2500.0,0.01731826086956522,0.016081739130434782,0.004838260869565216,0.02655391304347826,0.005660869565217391,0.02316695652173913
20,66.66666666666667,500.0,0.010425547445255475,0.020995620437956206,0.0015656934306569343,0.027266423357664233,0.0030372262773722624,0.0674978102189781
21,66.66666666666667,722.2222222222222,0.009496987951807229,0.02172289156626506,0.06876144578313252,0.024928313253012046,0.010315662650602409,0.015719277108433734
22,66.66666666666667,944.4444444444445,0.013290163934426232,0.012389344262295082,0.04191311475409836,0.021552459016393445,0.03986311475409836,0.015736885245901642
23,66.66666666666667,1166.6666666666667,0.006477486910994765,0.01404397905759162,0.023264397905759165,0.04466125654450261,0.02219005235602094,0.008906282722513087
24,66.66666666666667,1388.888888888889,0.009559259259259257,0.027106666666666664,0.0023155555555555555,0.01608814814814815,0.00687037037037037,0.041440000000000005
25,66.66666666666667,1611.111111111111,0.02671607142857143,0.010030357142857145,0.005898214285714286,0.03676517857142857,0.0029124999999999997,0.03748125000000001
26,66.66666666666667,1833.3333333333335,0.003017073170731707,0.019360365853658537,0.05077682926829269,0.015489634146341465,0.005715853658536585,0.016164024390243902
27,66.66666666666667,2055.5555555555557,0.01956285714285714,0.013972380952380953,0.005322857142857142,0.027266666666666668,0.011620952380952381,0.024523809523809524
28,66.66666666666667,2277.777777777778,0.007502469135802468,0.014368518518518517,0.048406790123456785,0.01066111111111111,0.001052469135802469,0.03570493827160494
29,66.66666666666667,2500.0,0.021943636363636367,0.0005118181818181819,0.006790000000000001,0.024535454545454548,0.008183636363636363,0.027020000000000002
30,100.0,500.0,0.0013496453900709222,0.01908014184397163,0.007038297872340425,0.0266468085106383,0.007948936170212766,0.09107872340425532
31,100.0,722.2222222222222,0.048161855670103094,0.036232989690721654,0.005302061855670103,0.044870103092783505,0.022162886597938147,0.03898762886597939
32,100.0,944.4444444444445,0.014578688524590164,0.009617213114754098,0.0031008196721311475,0.0258172131147541,0.0057188524590163934,0.05143852459016393
