EXP, ShoulderPan_PE, ShoulderPan_VE, ShoulderLift_PE, \ShoulderLift_VE, Elbow_PE,             Elbow_VE, Wrist1_PE, Wrist1_VE, Wrist2_PE, Wrist2_VE, Wrist3_PE, Wrist3_VE
6, 0.0066, 0.1668, 0.0148, -0.3103, 0.0515, -0.1195, -0.0153, -0.0688, 0.0008, 0.0041, 0.0206, -0.0263
6, 0.0081, -0.0324, 0.0153, -0.5209, 0.0580, 0.3422, -0.0164, 0.1731, 0.0009, -0.0024, 0.0227, -0.0029
6, 0.0100, -0.0367, 0.0165, -0.1714, 0.0620, 0.0708, -0.0174, 0.0426, 0.0010, -0.0017, 0.0241, -0.0026
6, 0.0133, -0.1340, 0.0234, 0.0070, 0.0939, -0.8309, -0.0204, 0.0063, 0.0013, -0.0048, 0.0287, -0.0098
6, 0.0054, -0.0199, 0.0145, 0.5203, 0.0540, -1.9310, -0.0133, 0.0634, 0.0007, 0.0013, 0.0186, -0.0154
6, 0.0136, -0.0234, 0.0254, -0.0618, 0.0937, 0.5531, -0.0248, 0.1628, 0.0015, 0.0017, 0.0350, 0.0677
6, 0.0116, 0.0175, 0.0240, 0.2392, 0.1158, -1.5854, -0.0198, 0.0192, 0.0012, -0.0006, 0.0278, -0.0615
6, 0.0201, -0.0863, 0.0446, 0.3712, 0.1735, -1.9062, -0.0377, 0.0059, 0.0022, -0.0022, 0.0529, -0.0166
6, 0.0350, -0.0976, 0.0761, 0.3475, 0.2716, -1.9801, -0.0641, 0.0258, 0.0038, -0.0034, 0.0898, -0.0444
6, 0.0296, -0.6868, 0.0860, -0.1036, 0.2902, -2.0739, -0.0340, 2.4310, 0.0009, -0.0020, 0.0599, -2.6869
6, -0.0038, -0.0431, 0.0319, -1.8022, 0.2394, -1.4733, -0.0147, -0.0142, 0.0009, 0.0010, 0.0206, 0.0226
6, 0.0064, -0.4547, 0.0041, -0.0304, 0.1882, -1.8798, -0.0148, 0.0277, 0.0008, -0.0156, 0.0207, -0.0311
6, 0.0091, 0.1463, 0.0201, 0.1213, 0.1294, -2.0867, -0.0171, -0.0009, 0.0010, 0.0052, 0.0240, 0.0022
6, 0.0049, -0.1816, 0.0067, -0.7372, 0.0416, 1.4317, -0.0113, 0.0693, 0.0006, -0.0101, 0.0159, -0.0145
6, 0.0051, -0.0363, 0.0108, -0.5241, 0.0451, 0.4469, -0.0126, -0.0286, 0.0007, -0.0043, 0.0175, -0.0108
6, 0.0090, 0.1885, 0.0156, -0.0347, 0.0557, 0.4503, -0.0151, 0.0776, 0.0009, 0.0070, 0.0211, -0.0384
6, 0.0055, -0.2051, 0.0082, -0.3692, 0.0409, 0.2857, -0.0116, -0.0404, 0.0006, -0.0089, 0.0160, 0.0101
6, 0.0089, 0.2487, 0.0157, 0.0710, 0.0550, 0.1577, -0.0147, -0.0027, 0.0009, 0.0073, 0.0206, -0.0472
6, 0.0085, -0.2485, 0.0192, -0.1030, 0.0577, 0.1655, -0.0154, 0.0142, 0.0009, -0.0128, 0.0217, -0.0584
6, 0.0084, 0.0913, 0.0172, -0.1107, 0.0545, 0.3725, -0.0148, -0.0376, 0.0009, 0.0022, 0.0207, -0.0036
6, 0.0047, 0.0666, 0.0084, 0.1710, 0.0333, 0.0232, -0.0095, 0.0141, 0.0006, 0.0022, 0.0133, -0.0098
6, 0.0051, -0.0867, 0.0106, -0.2511, 0.0390, 0.0776, -0.0110, -0.0155, 0.0006, -0.0041, 0.0155, -0.0124
6, 0.0059, -0.0094, 0.0122, 0.1949, 0.0405, 0.0596, -0.0113, 0.0273, 0.0007, -0.0024, 0.0159, -0.0381
6, 0.0050, -0.0421, 0.0104, -0.1700, 0.0367, -0.2706, -0.0104, 0.0267, 0.0006, -0.0015, 0.0146, -0.0251
6, 0.0059, -0.0247, 0.0117, 0.3021, 0.0390, -0.0057, -0.0106, 0.0081, 0.0006, -0.0017, 0.0148, -0.0081
6, 0.0072, -0.0243, 0.0155, 0.0954, 0.0442, -0.1211, -0.0118, 0.0253, 0.0007, -0.0017, 0.0166, -0.0150
6, 0.0056, 0.0114, 0.0113, 0.1987, 0.0394, -0.2618, -0.0110, 0.0430, 0.0006, -0.0001, 0.0155, -0.0125
6, 0.0059, 0.0351, 0.0123, 0.2634, 0.0406, -0.3821, -0.0112, 0.0516, 0.0007, 0.0011, 0.0158, -0.0014
6, 0.0056, 0.0448, 0.0108, 0.3090, 0.0421, -0.4843, -0.0119, 0.0696, 0.0007, 0.0009, 0.0165, -0.0133
6, 0.0029, 0.1145, 0.0058, 0.4274, 0.0242, -0.7959, -0.0070, 0.1053, 0.0004, 0.0033, 0.0098, -0.0178
6, 0.0040, -0.0625, 0.0096, -0.1149, 0.0235, -0.5506, -0.0062, 0.0420, 0.0004, -0.0022, 0.0089, -0.0086
6, 0.0035, 0.1225, 0.0081, 0.4341, 0.0247, -0.3749, -0.0068, 0.0710, 0.0004, 0.0024, 0.0095, -0.0189
6, 0.0033, -0.0388, 0.0076, -0.0431, 0.0229, -0.2342, -0.0062, 0.0210, 0.0004, -0.0019, 0.0088, -0.0095
6, 0.0030, 0.0562, 0.0074, 0.1333, 0.0195, -0.6284, -0.0053, 0.0697, 0.0003, 0.0006, 0.0075, -0.0200
6, 0.0022, 0.1159, 0.0053, 0.3115, 0.0167, -0.6289, -0.0046, 0.0754, 0.0003, 0.0020, 0.0065, -0.0086
6, 0.0023, 0.0458, 0.0056, 0.1374, 0.0169, -0.3870, -0.0046, 0.0434, 0.0003, 0.0002, 0.0065, -0.0073
6, 0.0024, 0.2141, 0.0049, 0.5377, 0.0225, -1.0355, -0.0063, 0.1228, 0.0003, 0.0032, 0.0087, -0.0109
6, 0.0032, -0.1218, 0.0079, -0.3771, 0.0217, -0.2370, -0.0058, -0.0061, 0.0003, -0.0029, 0.0082, -0.0065
6, 0.0023, 0.2200, 0.0059, 0.5367, 0.0179, -0.3277, -0.0047, 0.0642, 0.0003, 0.0041, 0.0067, -0.0022
6, 0.0011, 0.0194, 0.0030, -0.0743, 0.0100, -0.5493, -0.0027, 0.0362, 0.0001, -0.0002, 0.0037, -0.0037
6, 0.0013, 0.0550, 0.0037, 0.0415, 0.0100, -0.3167, -0.0026, 0.0292, 0.0001, 0.0008, 0.0036, -0.0063
6, 0.0014, 0.0644, 0.0039, 0.0643, 0.0105, -0.1703, -0.0027, 0.0208, 0.0002, 0.0014, 0.0038, -0.0070
6, 0.0010, 0.1022, 0.0031, 0.1332, 0.0083, -0.1532, -0.0021, 0.0249, 0.0001, 0.0023, 0.0030, -0.0077
6, 0.0004, 0.1699, 0.0017, 0.3014, 0.0066, -0.2503, -0.0017, 0.0453, 0.0001, 0.0031, 0.0024, -0.0093
6, 0.0001, 0.0823, 0.0010, 0.0685, 0.0043, -0.1257, -0.0011, 0.0183, 0.0000, 0.0020, 0.0015, -0.0080
6, -0.0001, 0.0847, 0.0007, 0.0892, 0.0022, -0.0649, -0.0005, 0.0153, 0.0000, 0.0021, 0.0007, -0.0074
6, -0.0004, 0.0605, 0.0001, 0.0156, 0.0005, -0.0968, -0.0001, 0.0104, -0.0000, 0.0017, 0.0001, -0.0047
6, -0.0004, 0.0599, 0.0002, 0.0305, 0.0004, -0.0068, 0.0000, 0.0035, -0.0000, 0.0019, -0.0000, -0.0016
6, -0.0006, 0.0678, -0.0003, 0.0557, -0.0011, -0.0345, 0.0004, 0.0127, -0.0001, 0.0013, -0.0006, -0.0097
6, -0.0010, 0.0552, -0.0010, 0.0367, -0.0031, 0.0122, 0.0010, 0.0078, -0.0001, 0.0012, -0.0013, -0.0094
6, -0.0013, 0.0401, -0.0018, 0.0148, -0.0054, 0.0234, 0.0017, 0.0047, -0.0002, 0.0009, -0.0022, -0.0082
6, -0.0016, 0.0155, -0.0023, -0.0180, -0.0074, 0.0628, 0.0022, 0.0042, -0.0003, -0.0002, -0.0029, -0.0154
6, -0.0017, -0.0316, -0.0024, -0.0862, -0.0089, 0.3034, 0.0027, -0.0244, -0.0003, 0.0001, -0.0035, -0.0053
6, -0.0021, 0.0111, -0.0035, 0.0300, -0.0105, 0.0221, 0.0031, 0.0133, -0.0004, -0.0012, -0.0041, -0.0194
6, -0.0025, -0.0848, -0.0040, -0.2075, -0.0143, 0.2570, 0.0043, -0.0336, -0.0005, -0.0009, -0.0054, -0.0001
6, -0.0025, -0.0782, -0.0040, -0.1104, -0.0144, 0.2397, 0.0044, -0.0144, -0.0005, -0.0030, -0.0056, -0.0166
6, -0.0028, -0.0623, -0.0047, -0.0534, -0.0166, 0.3608, 0.0050, -0.0175, -0.0006, -0.0028, -0.0064, -0.0190
6, -0.0033, -0.0596, -0.0059, -0.0470, -0.0191, 0.2465, 0.0056, -0.0098, -0.0007, -0.0031, -0.0072, -0.0178
6, -0.0022, -0.3006, -0.0029, -0.6183, -0.0165, 0.8031, 0.0052, -0.0921, -0.0006, -0.0082, -0.0065, -0.0181
6, -0.0036, 0.0849, -0.0069, 0.3172, -0.0224, 0.0349, 0.0066, 0.0253, -0.0008, 0.0007, -0.0084, -0.0077
6, -0.0038, -0.2069, -0.0070, -0.4008, -0.0243, 0.3501, 0.0073, -0.0464, -0.0009, -0.0070, -0.0092, -0.0131
6, -0.0038, -0.0346, -0.0078, 0.0849, -0.0206, 0.2662, 0.0060, -0.0103, -0.0008, -0.0026, -0.0077, -0.0059
6, -0.0037, 0.0482, -0.0091, 0.2163, -0.0203, -0.0817, 0.0057, 0.0259, -0.0007, 0.0002, -0.0076, -0.0065
6, -0.0039, -0.1063, -0.0084, -0.0002, -0.0221, -0.0577, 0.0065, 0.0180, -0.0008, -0.0067, -0.0084, -0.0199
6, -0.0041, -0.1153, -0.0076, -0.1812, -0.0277, 0.1899, 0.0084, -0.0277, -0.0010, -0.0045, -0.0107, 0.0006
6, -0.0034, -0.2550, -0.0063, -0.1722, -0.0267, 0.8486, 0.0082, -0.0600, -0.0010, -0.0148, -0.0104, -0.0258
6, -0.0053, -0.1387, -0.0102, -0.0798, -0.0338, 0.4237, 0.0101, -0.0269, -0.0012, -0.0088, -0.0129, -0.0206
6, -0.0051, -0.1973, -0.0098, -0.1151, -0.0375, 0.6878, 0.0113, -0.0505, -0.0013, -0.0120, -0.0144, -0.0162
6, -0.0055, -0.0001, -0.0124, -0.0884, -0.0365, 0.0934, 0.0108, 0.0026, -0.0013, -0.0023, -0.0140, -0.0274
6, -0.0049, 0.1201, -0.0104, -0.1062, -0.0286, -0.2580, 0.0082, 0.0141, -0.0010, 0.0069, -0.0106, -0.0001
6, -0.0056, 0.0371, -0.0114, 0.1529, -0.0312, -0.1663, 0.0089, 0.0272, -0.0011, 0.0015, -0.0115, -0.0044
6, -0.0052, -0.0795, -0.0098, 0.1594, -0.0337, -0.1902, 0.0100, 0.0541, -0.0012, -0.0071, -0.0128, -0.0436
6, -0.0054, -0.0419, -0.0112, 0.2229, -0.0408, 0.0206, 0.0122, 0.0334, -0.0014, -0.0049, -0.0156, -0.0276
6, -0.0058, 0.0175, -0.0120, 0.1350, -0.0447, 0.5105, 0.0134, -0.0282, -0.0016, -0.0028, -0.0170, -0.0083
6, -0.0070, 0.1082, -0.0109, 0.0605, -0.0450, -0.0154, 0.0137, 0.0162, -0.0017, 0.0028, -0.0174, -0.0204
6, -0.0073, -0.0943, -0.0150, 0.2734, -0.0525, -0.0400, 0.0156, 0.0295, -0.0019, -0.0052, -0.0199, -0.0157
6, -0.0057, -0.0747, -0.0118, -0.1030, -0.0397, -0.6517, 0.0112, 0.0678, -0.0013, 0.0002, -0.0143, -0.0091
6, -0.0051, -0.0176, -0.0218, 0.2734, -0.0525, 1.1578, 0.0143, 0.0262, -0.0016, -0.0037, -0.0183, -0.0376
6, -0.0094, -0.0518, -0.0199, 0.6033, -0.0576, 0.5097, 0.0167, -0.0357, -0.0020, -0.0059, -0.0213, -0.0003
6, -0.0072, 0.0834, -0.0168, 0.1764, -0.0620, 1.1716, 0.0164, 0.0399, -0.0019, -0.0003, -0.0209, -0.0461
6, -0.0079, 0.0330, -0.0119, -0.1022, -0.0463, -0.3145, 0.0136, -0.0642, -0.0017, -0.0061, -0.0172, -0.0194
6, -0.0074, 0.2041, -0.0173, -0.1316, -0.0561, -0.0958, 0.0161, 0.0281, -0.0019, 0.0034, -0.0205, -0.0434
6, -0.0076, 0.0176, -0.0190, -0.5715, -0.0655, 2.0018, 0.0181, 0.0064, -0.0021, -0.0051, -0.0231, -0.0208
6, -0.0069, -0.1380, -0.0178, -0.5579, -0.0756, 2.0336, 0.0169, -0.0095, -0.0020, -0.0067, -0.0215, -0.0118
6, -0.0103, -0.0430, -0.0237, -0.9334, -0.1120, 1.9186, 0.0202, -0.0262, -0.0024, -0.0026, -0.0258, 0.0051
6, -0.0102, -0.0248, -0.0235, -0.9640, -0.2000, 1.2301, 0.0209, 0.0041, -0.0025, -0.0036, -0.0267, 0.0006
6, -0.0085, -0.1960, -0.0163, -0.9228, -0.3182, 0.5870, 0.0149, 0.0061, -0.0018, -0.0101, -0.0190, -0.0026
6, -0.0096, 0.2382, -0.0197, -0.9683, -0.4453, 0.4610, 0.0178, 0.0127, -0.0022, 0.0030, -0.0227, -0.0203
6, -0.0085, 0.3353, -0.0214, -0.9349, -0.5824, 0.7535, 0.0189, -0.0297, -0.0022, 0.0094, -0.0242, 0.0259
6, -0.0081, -0.1172, -0.0213, -0.7614, -0.7042, 0.1872, 0.0196, 0.0268, -0.0023, -0.0111, -0.0250, -0.0430
6, -0.0115, -0.3224, -0.0230, -0.6290, -0.8241, 0.0627, 0.0211, -0.0246, -0.0026, -0.0128, -0.0269, 0.0249
6, -0.0113, 0.1398, -0.0227, -0.7643, -0.9382, 0.4157, 0.0144, 0.0317, -0.0025, -0.0008, -0.0268, -0.0188
6, -0.0081, 0.0578, -0.0158, -0.8152, -1.0496, 0.6436, 0.0150, -0.0331, -0.0018, -0.0011, -0.0191, 0.0249
6, -0.0060, 0.1823, -0.0158, -0.9626, -1.1520, 0.9164, 0.0147, -0.0034, -0.0017, -0.0011, -0.0188, -0.0186
6, -0.0081, -0.2328, -0.0178, -0.6952, -1.2571, 0.4775, 0.0168, -0.0239, -0.0020, -0.0122, -0.0214, 0.0168
6, -0.0076, 0.0384, -0.0158, -0.7385, -1.3480, 0.5130, 0.0150, 0.0131, -0.0018, -0.0066, -0.0191, -0.0351
6, -0.0071, -0.0766, -0.0177, -0.5077, -1.4470, 0.2545, 0.0169, -0.0302, -0.0020, -0.0051, -0.0215, 0.0242
6, -0.0080, -0.1910, -0.0151, -0.6291, -1.5241, 0.5682, 0.0145, -0.0106, -0.0018, -0.0124, -0.0184, -0.0006
6, -0.0039, 0.2269, -0.0114, -0.3158, -1.6160, 0.0527, 0.0120, -0.0210, -0.0013, 0.0069, -0.0152, 0.0130
6, -0.0057, -0.2939, -0.0132, -0.7731, -1.6844, 0.9247, 0.0125, -0.0099, -0.0015, -0.0186, -0.0159, -0.0040
6, -0.0068, 0.0458, -0.0134, -0.7514, -1.7577, 0.8827, 0.0130, -0.0366, -0.0016, -0.0033, -0.0166, 0.0280
6, -0.0059, -0.0597, -0.0091, -0.5117, -1.8277, 0.3080, 0.0101, -0.0153, -0.0012, -0.0069, -0.0129, 0.0068
6, -0.0039, 0.0299, -0.0114, -0.8487, -1.8988, 1.1696, 0.0111, -0.0366, -0.0013, -0.0057, -0.0142, 0.0255
6, -0.0049, -0.1957, -0.0096, -0.6550, -1.9654, 0.7768, 0.0097, -0.0275, -0.0011, -0.0134, -0.0123, 0.0216
6, -0.0053, 0.0061, -0.0121, -0.7925, -2.0326, 1.1473, 0.0117, -0.0425, -0.0014, -0.0059, -0.0149, 0.0358
6, -0.0055, -0.1645, -0.0112, -0.7155, -2.0904, 0.8595, 0.0111, -0.0038, -0.0013, -0.0155, -0.0141, -0.0093
6, -0.0071, -0.0480, -0.0128, -0.6103, -2.1477, 0.7564, 0.0129, -0.0411, -0.0015, -0.0064, -0.0164, 0.0390
6, -0.0055, -0.1281, -0.0120, -0.7653, -2.2023, 0.9943, 0.0118, -0.0116, -0.0014, -0.0146, -0.0150, -0.0005
6, -0.0036, -0.1218, -0.0078, -0.6972, -2.2545, 0.9645, 0.0084, -0.0131, -0.0010, -0.0137, -0.0107, 0.0027
6, -0.0039, -0.1246, -0.0076, -0.7547, -2.3036, 1.0640, 0.0081, -0.0070, -0.0009, -0.0153, -0.0103, -0.0055
6, -0.0029, -0.1640, -0.0072, -0.8627, -2.3477, 1.3026, 0.0073, -0.0047, -0.0008, -0.0190, -0.0093, -0.0097
6, -0.0041, -0.1099, -0.0082, -0.8341, -2.3913, 1.3978, 0.0083, -0.0282, -0.0010, -0.0146, -0.0106, 0.0208
6, -0.0041, -0.1382, -0.0080, -0.8005, -2.4303, 1.3555, 0.0082, -0.0252, -0.0010, -0.0159, -0.0104, 0.0185
6, -0.0038, -0.1436, -0.0074, -0.6766, -2.4671, 1.0177, 0.0081, -0.0177, -0.0009, -0.0152, -0.0103, 0.0116
6, -0.0040, -0.0994, -0.0070, -0.7350, -2.5006, 1.1911, 0.0077, -0.0200, -0.0009, -0.0141, -0.0097, 0.0138
6, -0.0038, -0.1477, -0.0067, -0.6561, -2.5324, 1.0754, 0.0076, -0.0242, -0.0009, -0.0150, -0.0096, 0.0213
6, -0.0034, -0.1392, -0.0066, -0.7323, -2.5586, 1.3468, 0.0071, -0.0241, -0.0008, -0.0160, -0.0091, 0.0207
6, -0.0015, -0.2312, -0.0032, -0.6102, -2.5788, 1.0550, 0.0043, -0.0092, -0.0005, -0.0198, -0.0055, 0.0053
6, -0.0015, -0.1511, -0.0033, -0.7261, -2.5986, 1.3901, 0.0041, -0.0099, -0.0004, -0.0179, -0.0052, 0.0052
6, -0.0018, -0.1347, -0.0030, -0.6625, -2.6147, 1.2525, 0.0041, -0.0095, -0.0005, -0.0163, -0.0052, 0.0062
6, -0.0015, -0.2042, -0.0028, -0.6882, -2.6279, 1.3728, 0.0037, -0.0126, -0.0004, -0.0200, -0.0047, 0.0114
6, -0.0017, -0.1264, -0.0030, -0.6456, -2.6381, 1.2978, 0.0041, -0.0103, -0.0004, -0.0158, -0.0052, 0.0093
6, -0.0019, -0.1034, -0.0026, -0.6839, -2.6451, 1.3999, 0.0037, -0.0088, -0.0004, -0.0155, -0.0047, 0.0082
6, -0.0018, -0.1667, -0.0009, -0.6214, -2.6482, 1.2532, 0.0023, -0.0051, -0.0004, -0.0176, -0.0029, 0.0056
6, -0.0006, -0.1650, -0.0005, -0.6818, -2.6515, 1.4002, 0.0018, -0.0015, -0.0002, -0.0193, -0.0023, 0.0017
6, -0.0005, -0.1669, -0.0003, -0.6733, -2.6539, 1.3991, 0.0016, -0.0063, -0.0001, -0.0189, -0.0020, 0.0088
6, -0.0003, -0.1708, 0.0002, -0.6665, -2.6534, 1.3907, 0.0012, -0.0022, -0.0001, -0.0194, -0.0016, 0.0045
6, -0.0001, -0.1676, 0.0006, -0.6845, -2.6515, 1.4497, 0.0008, -0.0030, -0.0001, -0.0194, -0.0010, 0.0064
6, 0.0001, -0.1695, 0.0011, -0.6639, -2.6474, 1.4186, 0.0005, -0.0013, -0.0000, -0.0194, -0.0006, 0.0050
6, 0.0003, -0.1667, 0.0016, -0.6553, -2.6414, 1.4062, 0.0001, -0.0012, 0.0000, -0.0191, -0.0001, 0.0055
6, 0.0003, -0.1676, 0.0018, -0.6522, -2.6347, 1.3716, -0.0000, 0.0040, 0.0000, -0.0194, 0.0000, -0.0004
7, 0.0003, -0.1718, 0.0017, -0.6616, -2.6291, 1.3641, -0.0000, 0.0050, 0.0000, -0.0195, -0.0000, -0.0006
7, -0.0008, -0.2220, -0.0004, -0.8658, -2.6234, 1.6488, 0.0011, 0.0294, 0.0003, -0.0174, -0.0007, -0.0156
7, -0.0023, -0.2095, -0.0019, -0.9160, -2.6252, 1.6628, 0.0030, 0.0273, 0.0009, -0.0184, -0.0020, -0.0141
7, -0.0040, -0.2411, -0.0036, -0.9420, -2.6310, 1.6634, 0.0055, 0.0231, 0.0017, -0.0220, -0.0036, -0.0113
7, -0.0034, -0.3283, -0.0033, -0.9360, -2.6411, 1.6401, 0.0047, 0.0231, 0.0014, -0.0265, -0.0031, -0.0115
7, -0.0048, -0.3138, -0.0049, -0.9484, -2.6491, 1.6741, 0.0069, 0.0176, 0.0021, -0.0279, -0.0045, -0.0082
7, -0.0052, -0.4635, -0.0061, -0.9040, -2.6568, 1.6155, 0.0081, 0.0389, 0.0025, -0.0278, -0.0053, -0.0220
7, -0.0062, -0.4277, -0.0076, -0.9294, -2.6615, 1.7912, 0.0101, 0.0134, 0.0031, -0.0358, -0.0066, -0.0053
7, -0.0119, -0.5662, -0.0112, -0.8429, -2.6645, 1.6189, 0.0165, 0.0442, 0.0051, -0.0312, -0.0108, -0.0251
7, -0.0130, -0.5784, -0.0124, -0.8215, -2.6632, 1.6688, 0.0181, 0.0184, 0.0056, -0.0418, -0.0119, -0.0075
7, -0.0080, -0.5833, -0.0093, -0.8493, -2.6538, 1.8496, 0.0119, 0.0464, 0.0037, -0.0342, -0.0078, -0.0247
7, -0.0116, -0.6946, -0.0124, -0.7375, -2.6440, 1.6738, 0.0166, 0.0035, 0.0051, -0.0557, -0.0108, 0.0049
7, -0.0102, -0.6246, -0.0121, -0.8366, -2.6320, 2.0112, 0.0157, 0.0607, 0.0049, -0.0374, -0.0103, -0.0285
7, -0.0157, -0.6799, -0.0161, -0.5924, -2.6135, 1.5807, 0.0220, 0.0125, 0.0067, -0.0542, -0.0144, 0.0029
7, -0.0178, -0.5104, -0.0176, -0.5624, -2.5887, 1.6764, 0.0248, 0.0504, 0.0076, -0.0363, -0.0163, -0.0112
7, -0.0196, -0.4318, -0.0190, -0.4835, -2.5603, 1.5949, 0.0274, 0.0354, 0.0084, -0.0359, -0.0179, -0.0028
7, -0.0217, -0.4239, -0.0205, -0.3190, -2.5276, 1.4054, 0.0301, 0.0423, 0.0092, -0.0262, -0.0197, -0.0168
7, -0.0292, -0.2607, -0.0250, 0.1742, -2.4865, 0.7965, 0.0382, -0.0725, 0.0116, -0.0405, -0.0250, 0.0457
7, -0.0213, 0.0951, -0.0158, 0.4593, -2.4212, 0.2216, 0.0239, 0.0394, 0.0070, 0.0442, -0.0156, -0.0434
7, -0.0232, 0.7268, -0.0170, 0.7610, -2.3569, 0.4577, 0.0293, -0.0134, 0.0089, 0.0972, -0.0192, -0.0234
7, -0.0248, 0.7555, -0.0192, 0.1178, -2.2684, 2.1239, 0.0343, -0.0373, 0.0107, 0.0689, -0.0226, 0.0095
7, -0.0281, 0.2143, -0.0235, -0.4290, -2.1740, 3.0274, 0.0397, 0.0339, 0.0123, 0.0012, -0.0260, 0.0027
7, -0.0288, 0.1713, -0.0243, -0.3288, -2.0888, 2.5473, 0.0403, 0.0050, 0.0125, 0.0015, -0.0264, 0.0068
7, -0.0354, 0.0617, -0.0294, -0.4597, -2.0088, 2.6672, 0.0490, 0.0429, 0.0151, -0.0049, -0.0321, -0.0097
7, -0.0376, 0.3128, -0.0313, -0.5932, -1.9335, 3.0160, 0.0520, 0.0673, 0.0161, 0.0308, -0.0341, -0.0454
7, -0.0422, 0.2901, -0.0349, -0.5620, -1.8565, 3.0392, 0.0583, -0.0290, 0.0180, 0.0042, -0.0382, -0.0065
7, -0.0264, -0.2074, -0.0212, -0.5612, -1.7420, 3.0350, 0.0363, 0.0851, 0.0112, 0.0515, -0.0238, -0.0652
7, -0.0287, 0.2367, -0.0239, -0.3933, -1.6444, 3.0320, 0.0417, 0.0402, 0.0127, -0.0125, -0.0273, 0.0036
7, -0.0315, 0.7637, -0.0245, -0.1590, -1.5412, 2.9208, 0.0444, 0.0816, 0.0136, -0.0444, -0.0292, -0.0528
7, -0.0383, 1.1775, -0.0294, 0.4858, -1.4197, 2.2322, 0.0512, -0.0542, 0.0159, -0.1152, -0.0336, 0.0316
7, -0.0401, -0.0224, -0.0315, 0.3193, -1.2957, 2.0175, 0.0514, -0.0144, 0.0161, -0.0061, -0.0337, 0.0072
7, -0.0413, -0.8354, -0.0343, -0.2530, -1.1839, 2.5652, 0.0548, -0.0189, 0.0171, 0.0526, -0.0360, 0.0157
7, -0.0385, -0.5978, -0.0321, -0.5295, -1.0883, 2.8044, 0.0534, 0.0164, 0.0165, 0.0515, -0.0350, -0.0146
7, -0.0232, -0.8641, -0.0194, -1.0343, -0.9514, 3.0486, 0.0365, 1.4548, 0.0100, 0.0501, -0.0212, 0.0349
7, -0.0246, -0.8279, -0.0206, -0.7396, -0.8502, 3.0514, 0.0347, -0.0242, 0.0107, 0.0486, -0.0227, 0.0160
7, -0.0244, -0.5253, -0.0208, -0.6935, -0.7417, 3.0401, 0.0357, -0.0531, 0.0109, 0.0328, -0.0234, 0.0208
7, -0.0247, -0.5356, -0.0207, -0.9746, -0.6271, 3.0687, 0.0395, 1.6021, 0.0108, 0.0139, -0.0231, 0.0802
7, -0.0263, -0.1289, -0.0206, -0.0564, -0.5139, 2.3353, 0.0369, 0.0363, 0.0113, 0.0185, -0.0241, -0.0252
7, -0.0251, -0.9090, -0.0208, -0.7908, -0.3904, 3.0617, 0.0341, -0.1612, 0.0106, 0.0695, -0.0224, 0.0269
7, -0.0275, -0.4881, -0.0232, -0.4254, -0.2711, 3.0159, 0.0378, -0.0942, 0.0117, 0.0238, -0.0248, 0.0432
7, -0.0251, -0.5835, -0.0214, -0.6079, -0.1446, 2.9373, 0.0604, 1.2685, 0.0102, 0.0522, -0.0214, -0.0025
7, -0.0259, 0.1340, -0.0223, 0.0126, -0.0079, 2.7383, 0.0866, 1.1266, 0.0104, -0.0148, -0.0217, 0.0116
7, -0.0228, 0.0717, -0.0196, 0.3219, -0.0056, -0.0753, 0.1478, -0.5497, 0.0096, -0.0161, -0.0202, 0.0132
7, -0.0144, -0.0237, -0.0122, -0.0063, -0.0034, -0.7598, 0.1962, 1.7307, 0.0056, -0.0036, -0.0116, 0.0197
7, -0.0147, 0.0357, -0.0129, 0.0615, -0.0034, -0.1338, 0.2162, 0.7299, 0.0060, -0.0063, -0.0125, 0.0095
7, -0.0141, 0.0558, -0.0123, 0.0044, -0.0033, -0.5528, 0.2533, 1.3842, 0.0055, -0.0059, -0.0114, 0.0119
7, -0.0150, 0.2156, -0.0133, 0.1572, -0.0031, 0.0163, 0.2800, 0.1766, 0.0061, -0.0212, -0.0128, 0.0072
7, -0.0156, 0.1824, -0.0136, 0.1381, -0.0034, -0.2480, 0.3054, 0.6663, 0.0062, -0.0255, -0.0129, 0.0322
7, -0.0141, 0.1107, -0.0082, 0.1065, -0.0021, -0.1475, 0.3309, 0.3170, 0.0057, -0.0089, -0.0119, -0.0008
7, -0.0135, 0.2058, -0.0119, 0.1565, -0.0029, -0.1535, 0.3573, 0.4150, 0.0053, -0.0224, -0.0110, 0.0184
7, -0.0075, 0.1903, -0.0071, 0.1606, -0.0017, 0.0395, 0.3747, -0.1119, 0.0029, -0.0174, -0.0060, 0.0035
7, -0.0076, 0.2450, -0.0071, 0.2302, -0.0016, 0.0743, 0.3893, -0.4831, 0.0030, -0.0244, -0.0061, 0.0089
7, -0.0067, 0.2756, -0.0064, 0.2406, -0.0015, 0.0523, 0.4092, -0.3327, 0.0026, -0.0286, -0.0053, 0.0151
7, -0.0054, 0.2940, -0.0053, 0.2324, -0.0011, 0.0613, 0.4179, -0.8138, 0.0021, -0.0255, -0.0044, 0.0042
7, -0.0043, 0.3239, -0.0043, 0.2558, -0.0009, 0.0703, 0.4147, -1.1946, 0.0017, -0.0311, -0.0036, 0.0126
7, -0.0026, 0.3087, -0.0029, 0.2631, -0.0006, 0.0743, 0.3988, -1.3140, 0.0010, -0.0306, -0.0020, 0.0136
