EXP, ShoulderPan_PE, ShoulderPan_VE, ShoulderLift_PE, \ShoulderLift_VE, Elbow_PE,             Elbow_VE, Wrist1_PE, Wrist1_VE, Wrist2_PE, Wrist2_VE, Wrist3_PE, Wrist3_VE
0, -0.0142, 0.2749, 0.0059, 0.0534, -0.0264, 0.0291, 0.0051, 0.0135, -0.0050, -0.0228, 0.0381, -0.0362
0, -0.0125, 0.0793, 0.0053, 0.1462, -0.0234, -0.2122, 0.0051, -0.0204, -0.0048, -0.0104, 0.0365, -0.0495
0, -0.0091, 0.2273, 0.0039, 0.0965, -0.0176, 0.0409, 0.0045, 0.0192, -0.0040, -0.0191, 0.0301, -0.0448
0, -0.0073, 0.0832, 0.0032, 0.1958, -0.0140, -0.1966, 0.0040, 0.0031, -0.0035, -0.0228, 0.0259, 0.0173
0, -0.0130, -0.0314, 0.0058, 0.1861, -0.0236, -0.3166, 0.0037, -0.0458, -0.0039, -0.0011, 0.0304, -0.0578
0, -0.0128, 0.1202, 0.0058, 0.0306, -0.0236, -0.0461, 0.0041, -0.0017, -0.0041, -0.0112, 0.0321, -0.0168
0, -0.0062, 0.2496, 0.0020, -0.0361, -0.0135, 0.2466, 0.0034, 0.0352, -0.0031, -0.0113, 0.0231, -0.0462
0, -0.0074, -0.1461, 0.0029, 0.2163, -0.0149, -0.3945, 0.0030, -0.0442, -0.0029, -0.0011, 0.0222, -0.0112
0, -0.0093, 0.0897, 0.0041, 0.0864, -0.0179, 0.0060, 0.0030, 0.0116, -0.0031, -0.0115, 0.0238, -0.0004
0, -0.0116, -0.1247, 0.0053, 0.1380, -0.0218, -0.4446, 0.0029, -0.0821, -0.0033, 0.0112, 0.0259, -0.0961
0, -0.0095, 0.2620, 0.0040, -0.0996, -0.0185, 0.2036, 0.0031, 0.0289, -0.0032, -0.0148, 0.0248, -0.0170
0, -0.0090, -0.1288, 0.0037, 0.1213, -0.0180, -0.5107, 0.0023, -0.0796, -0.0027, 0.0011, 0.0209, -0.0294
0, -0.0036, 0.0193, 0.0016, 0.1163, -0.0071, -0.1057, 0.0022, -0.0137, -0.0018, -0.0039, 0.0136, -0.0306
0, -0.0044, 0.0195, 0.0022, 0.0725, -0.0086, -0.1611, 0.0017, -0.0198, -0.0017, -0.0061, 0.0126, -0.0200
0, -0.0039, 0.0639, 0.0018, 0.0216, -0.0080, -0.1052, 0.0017, -0.0139, -0.0016, -0.0071, 0.0123, -0.0225
0, -0.0046, 0.0136, 0.0020, 0.0655, -0.0095, -0.1887, 0.0016, -0.0290, -0.0017, -0.0042, 0.0128, -0.0280
0, -0.0034, 0.0398, 0.0016, 0.0760, -0.0072, -0.1279, 0.0010, -0.0170, -0.0012, -0.0068, 0.0089, -0.0155
0, -0.0052, 0.1029, 0.0023, 0.0560, -0.0104, -0.0012, 0.0017, -0.0118, -0.0018, -0.0010, 0.0139, -0.0636
0, -0.0030, 0.0386, 0.0015, 0.0858, -0.0062, -0.1444, 0.0011, -0.0223, -0.0011, -0.0054, 0.0084, -0.0284
0, -0.0031, 0.0702, 0.0015, 0.0598, -0.0064, -0.0834, 0.0011, -0.0138, -0.0011, -0.0063, 0.0086, -0.0234
0, -0.0011, 0.1023, 0.0006, 0.0503, -0.0027, -0.0060, 0.0008, -0.0038, -0.0007, -0.0058, 0.0049, -0.0342
0, -0.0003, 0.0944, 0.0004, 0.0380, -0.0012, -0.0266, 0.0003, -0.0029, -0.0003, -0.0081, 0.0020, -0.0134
0, 0.0003, 0.0209, 0.0001, 0.0905, -0.0001, -0.1607, 0.0002, -0.0246, -0.0001, -0.0047, 0.0007, -0.0224
0, 0.0001, 0.0356, 0.0003, 0.0807, -0.0004, -0.1408, -0.0000, -0.0169, -0.0000, -0.0083, -0.0000, 0.0009
0, 0.0006, 0.0685, 0.0001, 0.0641, 0.0002, -0.0884, -0.0002, -0.0169, -0.0000, -0.0083, -0.0007, -0.0228
0, 0.0010, 0.0335, 0.0002, 0.0872, 0.0003, -0.1568, -0.0008, -0.0275, 0.0000, -0.0075, -0.0026, -0.0241
0, 0.0018, 0.0498, 0.0002, 0.0667, 0.0005, -0.1104, -0.0016, -0.0219, 0.0001, -0.0072, -0.0053, -0.0273
0, 0.0023, 0.0593, 0.0003, 0.1037, 0.0007, -0.1429, -0.0022, -0.0270, 0.0001, -0.0100, -0.0073, -0.0262
0, 0.0030, 0.0310, 0.0003, 0.0562, 0.0011, -0.1074, -0.0029, -0.0274, 0.0002, -0.0045, -0.0095, -0.0441
0, 0.0034, 0.0215, 0.0003, 0.0809, 0.0011, -0.1384, -0.0034, -0.0300, 0.0002, -0.0057, -0.0112, -0.0339
0, 0.0059, 0.1401, 0.0005, 0.1281, 0.0022, -0.1392, -0.0065, -0.0420, 0.0004, -0.0160, -0.0212, -0.0692
0, 0.0110, 0.1418, 0.0007, 0.1281, 0.0042, -0.1385, -0.0121, -0.0439, 0.0008, -0.0159, -0.0396, -0.0754
0, 0.0158, 0.0736, 0.0005, 0.0778, 0.0064, -0.1310, -0.0173, -0.0456, 0.0011, -0.0081, -0.0566, -0.0818
0, 0.0060, -0.5783, 0.0026, 0.3539, -0.0023, -0.4070, -0.0059, -0.0668, 0.0001, 0.0314, -0.0177, -0.0349
0, 0.0062, 0.1555, 0.0023, -0.0932, 0.0023, 0.4196, -0.0063, 0.0462, 0.0003, -0.0013, -0.0210, -0.0297
0, 0.0069, -0.0233, 0.0006, 0.0476, 0.0035, -0.4275, -0.0066, -0.0877, 0.0004, -0.0086, -0.0222, -0.0402
0, 0.0061, 0.1575, 0.0007, 0.1247, 0.0006, -0.1985, -0.0076, -0.0449, 0.0005, -0.0217, -0.0240, -0.0306
0, 0.0085, 0.1278, 0.0002, 0.1067, 0.0035, 0.0221, -0.0084, -0.0105, 0.0005, -0.0114, -0.0279, -0.0532
0, 0.0086, -0.0545, 0.0014, 0.2686, 0.0025, -0.3295, -0.0094, -0.0613, 0.0006, -0.0090, -0.0303, -0.0448
0, 0.0090, 0.1929, 0.0017, 0.1258, 0.0026, -0.0705, -0.0102, -0.0303, 0.0006, -0.0209, -0.0329, -0.0531
0, 0.0110, 0.0999, 0.0009, 0.1059, 0.0042, -0.1868, -0.0114, -0.0335, 0.0007, -0.0167, -0.0375, -0.0058
0, 0.0061, 0.2053, 0.0004, 0.1731, 0.0027, -0.1371, -0.0070, -0.0185, 0.0005, -0.0280, -0.0230, 0.0131
0, 0.0113, 0.1486, 0.0008, 0.1418, 0.0042, -0.1074, -0.0125, -0.0599, 0.0008, -0.0158, -0.0408, -0.1246
0, 0.0115, 0.0830, 0.0009, 0.1665, 0.0043, -0.1924, -0.0127, -0.0447, 0.0008, -0.0164, -0.0415, -0.0378
0, 0.0121, 0.0881, 0.0013, 0.1791, 0.0040, -0.1898, -0.0135, -0.0502, 0.0008, -0.0161, -0.0437, -0.0585
0, 0.0091, 0.1838, -0.0001, 0.0369, 0.0044, -0.1147, -0.0098, -0.0168, 0.0007, -0.0201, -0.0325, 0.0048
0, 0.0097, -0.1077, -0.0006, -0.0531, 0.0045, -0.1212, -0.0105, -0.0326, 0.0007, 0.0084, -0.0346, -0.0208
0, 0.0069, -0.0927, 0.0008, 0.3248, 0.0052, -0.3230, -0.0088, -0.0387, 0.0007, 0.0035, -0.0482, -0.0147
0, 0.0130, 0.4599, 0.0007, 0.3252, 0.0050, -0.3156, -0.0155, -0.0856, 0.0011, -0.0564, -0.0505, -0.0927
0, 0.0085, -0.1888, -0.0000, 0.0372, 0.0037, -0.1732, -0.0102, -0.0491, 0.0008, 0.0091, -0.0334, -0.0207
0, 0.0138, 0.4737, 0.0010, 0.4700, 0.0053, -0.4372, -0.0171, -0.1016, 0.0012, -0.0633, -0.0554, -0.0858
0, 0.0098, -0.3118, -0.0005, -0.0499, 0.0045, -0.1782, -0.0111, -0.0517, 0.0008, 0.0238, -0.0365, -0.0267
0, 0.0121, -0.2518, -0.0006, -0.2592, 0.0059, 0.1699, -0.0135, -0.0065, 0.0010, 0.0351, -0.0446, -0.0657
0, 0.0113, -0.2782, -0.0006, -0.0671, 0.0056, -0.1132, -0.0132, -0.0489, 0.0010, 0.0218, -0.0434, -0.0327
0, 0.0129, -0.0648, 0.0006, 0.1044, 0.0047, -0.1255, -0.0156, -0.0596, 0.0011, 0.0002, -0.0506, -0.0803
0, 0.0137, 0.1269, 0.0015, 0.2704, 0.0046, -0.1719, -0.0160, -0.0588, 0.0011, -0.0237, -0.0518, -0.0588
0, 0.0154, 0.2082, 0.0016, 0.2026, 0.0059, -0.1437, -0.0174, -0.0714, 0.0012, -0.0260, -0.0568, -0.1080
0, 0.0166, 0.1100, 0.0011, 0.0764, 0.0066, -0.1788, -0.0182, -0.0700, 0.0012, -0.0139, -0.0597, -0.0919
0, 0.0181, 0.0433, 0.0014, 0.2044, 0.0056, -0.2909, -0.0200, -0.0816, 0.0012, -0.0138, -0.0647, -0.0813
0, 0.0162, 0.4901, 0.0014, 0.4096, 0.0061, -0.1902, -0.0203, -0.0270, 0.0015, -0.0557, -0.0659, 0.0282
0, 0.0204, 0.4080, 0.0014, 0.3627, 0.0086, -0.2896, -0.0235, -0.0968, 0.0016, -0.0504, -0.0769, -0.1101
0, 0.0152, 0.7009, 0.0014, 0.4567, 0.0066, -0.3661, -0.0209, -0.0550, 0.0017, -0.0659, -0.0678, -0.0758
0, 0.0176, 0.7172, 0.0003, 0.2671, 0.0093, -0.2260, -0.0222, -0.0608, 0.0018, -0.0692, -0.0733, -0.0574
0, 0.0157, -0.1079, 0.0002, -0.0800, 0.0067, 0.1792, -0.0179, -0.0028, 0.0013, 0.0156, -0.0587, -0.0453
0, 0.0214, -0.2862, 0.0007, -0.0215, 0.0089, -0.1384, -0.0230, -0.0686, 0.0015, 0.0288, -0.0754, -0.1141
0, 0.0179, -0.0230, 0.0015, 0.1671, 0.0056, -0.2114, -0.0212, -0.0944, 0.0014, -0.0039, -0.0683, -0.0971
0, 0.0175, 0.4149, 0.0019, 0.4403, 0.0055, -0.2186, -0.0209, -0.1018, 0.0014, -0.0419, -0.0675, -0.1759
0, 0.0166, 0.3139, 0.0011, 0.4410, 0.0052, -0.3520, -0.0234, 0.0427, 0.0018, -0.0232, -0.0793, 1.2984
0, 0.0143, 0.9665, 0.0009, 0.6135, 0.0076, -0.1603, -0.0203, 0.0275, 0.0017, -0.0785, -0.0680, 0.9098
0, 0.0183, 0.4723, 0.0018, 0.5614, 0.0073, -0.6341, -0.0220, -0.0823, 0.0016, -0.0713, -0.0717, 0.0848
0, 0.0175, 0.5335, 0.0016, 0.2837, 0.0064, -0.2064, -0.0209, -0.0710, 0.0014, -0.0536, -0.0677, -0.0865
0, 0.0164, 0.4876, 0.0009, 0.3508, 0.0069, -0.3643, -0.0196, -0.0720, 0.0014, -0.0502, -0.0642, -0.0461
0, 0.0169, 0.3538, 0.0011, 0.3115, 0.0060, -0.3341, -0.0199, -0.0546, 0.0014, -0.0426, -0.0645, 0.0072
0, 0.0169, 0.3666, 0.0011, 0.3468, 0.0059, -0.2814, -0.0195, -0.0561, 0.0013, -0.0412, -0.0634, -0.0241
0, 0.0159, 0.5318, 0.0012, 0.4681, 0.0062, -0.3238, -0.0197, -0.0458, 0.0014, -0.0522, -0.0641, -0.0347
0, 0.0149, 0.6495, 0.0013, 0.5053, 0.0065, -0.3630, -0.0194, -0.0226, 0.0015, -0.0608, -0.0631, -0.0021
0, 0.0122, 0.5710, 0.0010, 0.3676, 0.0059, -0.3401, -0.0160, -0.0538, 0.0013, -0.0494, -0.0524, -0.0783
0, 0.0141, 0.3425, 0.0009, 0.1957, 0.0061, -0.3064, -0.0169, -0.0206, 0.0012, -0.0345, -0.0552, 0.0360
0, 0.0135, 0.2032, 0.0007, 0.1584, 0.0046, -0.2915, -0.0155, -0.0349, 0.0010, -0.0179, -0.0502, -0.0214
0, 0.0122, 0.1149, 0.0004, 0.1125, 0.0041, -0.1455, -0.0133, -0.0118, 0.0009, -0.0058, -0.0434, -0.0283
0, 0.0118, 0.1857, 0.0009, 0.3293, 0.0029, -0.3143, -0.0135, -0.0162, 0.0009, -0.0208, -0.0432, 0.0257
0, 0.0117, 0.1725, 0.0005, 0.1527, 0.0052, -0.0283, -0.0125, 0.0014, 0.0008, -0.0084, -0.0414, -0.0624
0, 0.0089, 0.1795, -0.0003, -0.1601, 0.0014, -0.4677, -0.0113, -0.0150, 0.0008, -0.0211, -0.0599, 0.1290
0, 0.0083, 0.0678, 0.0005, 0.2685, 0.0018, -0.4384, -0.0121, -0.0278, 0.0009, 0.0088, -0.0382, -0.1012
0, 0.0097, 0.4852, 0.0003, 0.2994, 0.0050, -0.0380, -0.0123, 0.0735, 0.0010, -0.0349, -0.0406, 0.0501
0, 0.0095, 0.2638, 0.0007, 0.3255, 0.0049, -0.4326, -0.0125, -0.0044, 0.0010, -0.0234, -0.0412, 0.0266
0, 0.0084, -0.2297, 0.0005, 0.0591, 0.0054, -0.0886, -0.0124, 0.0462, 0.0010, -0.0121, -0.0409, 0.0359
0, 0.0077, 0.0082, 0.0002, 0.1027, 0.0015, -0.0918, -0.0083, 0.0282, 0.0005, 0.0034, -0.0265, 0.0184
0, 0.0086, 0.1137, 0.0004, 0.2635, 0.0027, -0.2066, -0.0094, 0.0293, 0.0006, -0.0100, -0.0306, 0.0431
0, 0.0073, 0.2203, 0.0008, 0.3032, 0.0024, -0.2114, -0.0088, 0.0208, 0.0006, -0.0159, -0.0285, -0.0138
0, 0.0070, 0.2594, 0.0009, 0.2773, 0.0032, -0.2310, -0.0087, 0.0357, 0.0006, -0.0211, -0.0284, 0.0328
0, 0.0075, 0.1685, 0.0008, 0.1621, 0.0035, -0.2261, -0.0091, 0.0275, 0.0007, -0.0143, -0.0298, 0.0452
0, 0.0061, -0.0470, -0.0001, 0.0230, 0.0018, -0.1429, -0.0061, 0.0034, 0.0004, 0.0040, -0.0199, 0.0186
0, 0.0057, 0.1014, 0.0002, 0.1858, 0.0012, -0.2039, -0.0065, 0.0221, 0.0004, -0.0072, -0.0209, 0.0131
0, 0.0078, 0.0023, 0.0002, 0.0160, 0.0026, -0.2013, -0.0090, 0.0352, 0.0006, 0.0009, -0.0291, 0.0757
0, 0.0069, -0.0408, -0.0002, -0.0162, 0.0029, -0.1051, -0.0072, 0.0314, 0.0005, 0.0067, -0.0238, 0.0406
0, 0.0047, 0.0827, 0.0006, 0.1367, 0.0017, -0.1308, -0.0047, 0.0044, 0.0003, -0.0092, -0.0153, 0.0078
0, 0.0037, 0.1181, 0.0007, 0.1794, 0.0009, -0.2366, -0.0044, 0.0161, 0.0003, -0.0108, -0.0141, 0.0205
0, 0.0034, 0.1901, 0.0006, 0.1822, 0.0010, -0.1967, -0.0039, 0.0224, 0.0002, -0.0165, -0.0126, 0.0164
0, 0.0034, 0.1742, 0.0005, 0.1763, 0.0013, -0.2359, -0.0041, 0.0189, 0.0003, -0.0167, -0.0132, 0.0313
0, 0.0031, 0.1198, 0.0003, 0.1012, 0.0015, -0.1792, -0.0035, 0.0102, 0.0002, -0.0109, -0.0116, 0.0145
0, 0.0031, 0.0013, 0.0002, 0.0150, 0.0016, -0.1579, -0.0033, 0.0010, 0.0002, -0.0016, -0.0110, 0.0256
0, 0.0021, 0.0000, 0.0001, 0.0188, 0.0008, -0.1652, -0.0025, 0.0190, 0.0002, -0.0004, -0.0082, 0.0462
0, 0.0018, 0.0322, -0.0000, 0.0496, 0.0006, -0.1612, -0.0020, 0.0087, 0.0001, -0.0033, -0.0063, 0.0209
0, 0.0012, 0.0276, -0.0000, 0.0670, 0.0003, -0.1613, -0.0012, 0.0032, 0.0001, -0.0041, -0.0037, 0.0195
0, 0.0011, 0.0195, -0.0000, 0.0708, 0.0003, -0.1488, -0.0010, -0.0023, 0.0000, -0.0045, -0.0031, 0.0185
0, 0.0005, 0.0073, 0.0000, 0.0713, 0.0001, -0.1513, -0.0004, -0.0009, 0.0000, -0.0039, -0.0012, 0.0269
1, 0.0002, 0.0190, 0.0001, 0.0738, -0.0001, -0.1473, -0.0000, -0.0080, -0.0000, -0.0043, 0.0001, 0.0044
1, -0.0008, 0.0057, -0.0001, 0.0510, -0.0004, -0.1188, 0.0009, 0.0015, 0.0001, -0.0028, -0.0007, -0.0164
1, -0.0018, -0.0935, -0.0006, 0.0184, -0.0004, -0.1203, 0.0016, -0.0044, 0.0002, 0.0067, -0.0014, -0.0089
1, -0.0037, -0.1500, -0.0013, -0.0223, -0.0004, -0.0820, 0.0030, 0.0054, 0.0004, 0.0134, -0.0025, -0.0104
1, -0.0054, -0.2264, -0.0019, -0.0709, -0.0006, -0.0339, 0.0042, 0.0152, 0.0005, 0.0222, -0.0035, -0.0110
1, -0.0076, -0.1360, -0.0027, -0.0356, -0.0010, -0.0356, 0.0060, 0.0107, 0.0007, 0.0131, -0.0050, -0.0093
1, -0.0091, -0.1223, -0.0031, -0.0018, -0.0014, -0.1035, 0.0072, -0.0078, 0.0009, 0.0102, -0.0060, -0.0035
1, -0.0117, -0.3680, -0.0042, -0.1241, -0.0012, -0.0248, 0.0092, 0.0007, 0.0012, 0.0368, -0.0076, 0.0019
1, -0.0142, -0.1394, -0.0050, -0.0569, -0.0018, -0.0008, 0.0111, 0.0197, 0.0014, 0.0144, -0.0092, -0.0142
1, -0.0164, -0.3493, -0.0058, -0.0961, -0.0020, -0.0711, 0.0126, 0.0179, 0.0016, 0.0342, -0.0105, -0.0195
1, -0.0180, -0.4113, -0.0064, -0.1581, -0.0018, 0.0114, 0.0139, 0.0154, 0.0018, 0.0431, -0.0115, -0.0067
1, -0.0190, -0.3147, -0.0066, -0.1228, -0.0025, 0.0085, 0.0150, 0.0072, 0.0018, 0.0335, -0.0124, -0.0017
1, -0.0223, -0.3774, -0.0079, -0.1694, -0.0027, 0.0624, 0.0170, 0.0273, 0.0022, 0.0413, -0.0141, -0.0145
1, -0.0243, -0.4890, -0.0085, -0.2323, -0.0031, 0.1253, 0.0188, 0.0130, 0.0024, 0.0556, -0.0156, 0.0055
1, -0.0243, -0.6197, -0.0086, -0.2196, -0.0027, -0.0048, 0.0189, 0.0169, 0.0024, 0.0671, -0.0156, -0.0126
1, -0.0263, -0.2954, -0.0091, -0.1688, -0.0036, 0.1103, 0.0206, 0.0198, 0.0025, 0.0355, -0.0172, -0.0052
1, -0.0315, -0.9180, -0.0114, -0.4345, -0.0029, 0.2360, 0.0234, 0.0445, 0.0031, 0.1091, -0.0194, -0.0069
1, -0.0193, -1.2287, -0.0129, -0.1655, 0.0003, 0.3339, 0.0266, -0.0056, 0.0019, 0.1514, -0.0219, -0.0051
1, -0.0245, -0.7142, -0.0094, -0.3540, -0.0008, 0.1972, 0.0187, 0.0455, 0.0024, 0.0900, -0.0153, -0.0052
1, -0.0218, -1.9608, -0.0089, -0.8840, 0.0010, 0.4380, 0.0168, 0.0882, 0.0022, 0.2431, -0.0265, -0.0309
1, -0.0404, -1.2004, -0.0154, -0.2938, -0.0012, -0.2354, 0.0311, -0.0287, 0.0040, 0.1349, -0.0253, -0.0052
1, -0.0398, -0.9143, -0.0149, -0.6279, -0.0026, 0.5660, 0.0311, 0.1042, 0.0039, 0.1300, -0.0255, -0.0137
1, -0.0449, -0.9654, -0.0166, -0.4521, -0.0034, 0.2346, 0.0331, 0.0133, 0.0044, 0.1266, -0.0273, 0.0147
1, -0.0426, -1.3495, -0.0159, -0.5891, -0.0026, 0.2931, 0.0328, 0.0479, 0.0042, 0.1763, -0.0269, -0.0075
1, -0.0517, -0.5046, -0.0191, -0.2215, -0.0034, 0.0169, 0.0388, 0.0367, 0.0051, 0.0631, -0.0319, -0.0353
1, -0.0499, -1.5225, -0.0190, -0.5955, -0.0021, 0.1713, 0.0385, 0.0080, 0.0049, 0.1986, -0.0314, 0.0076
1, -0.0556, -0.9202, -0.0211, -0.4680, -0.0026, 0.2499, 0.0424, 0.0801, 0.0055, 0.1258, -0.0347, -0.0395
1, -0.0372, -1.4229, -0.0145, -0.8943, -0.0009, 0.7553, 0.0278, 0.1135, 0.0037, 0.2137, -0.0227, 0.0012
1, -0.0432, -1.2076, -0.0156, -0.8709, -0.0042, 0.8813, 0.0316, 0.1266, 0.0042, 0.1912, -0.0261, -0.0012
1, -0.0401, -1.2689, -0.0148, -0.4418, -0.0026, 0.1625, 0.0311, -0.0159, 0.0039, 0.1690, -0.0255, 0.0173
1, -0.0504, -0.1309, -0.0176, -0.3932, -0.0055, 0.4953, 0.0371, 0.0421, 0.0049, 0.0414, -0.0308, 0.0247
1, -0.0435, -1.7809, -0.0166, -0.7088, -0.0026, 0.2547, 0.0338, 0.0033, 0.0042, 0.2406, -0.0278, 0.0068
1, -0.0497, -0.4286, -0.0193, -0.2901, -0.0006, 0.6803, 0.0214, 0.0567, 0.0049, 0.0671, -0.0308, 0.0124
1, -0.0459, -0.8905, -0.0169, -0.4400, -0.0030, 0.2203, 0.0354, 0.0306, 0.0045, 0.1241, -0.0291, -0.0131
1, -0.0258, -1.1988, -0.0098, -0.7700, -0.0010, 0.7243, 0.0199, 0.0727, 0.0025, 0.1835, -0.0162, 0.0131
1, -0.0313, -0.7145, -0.0111, -0.6302, -0.0031, 0.6702, 0.0227, 0.0581, 0.0031, 0.1207, -0.0188, 0.0177
1, -0.0304, -0.4326, -0.0108, -0.1660, -0.0034, -0.0274, 0.0233, -0.0579, 0.0029, 0.0570, -0.0193, 0.0326
1, -0.0316, -0.8512, -0.0114, -0.6502, -0.0027, 0.7019, 0.0240, 0.0601, 0.0031, 0.1365, -0.0198, 0.0161
1, -0.0331, -0.3883, -0.0111, -0.3482, -0.0047, 0.3069, 0.0241, -0.0046, 0.0032, 0.0644, -0.0201, 0.0284
1, -0.0273, -0.8007, -0.0105, -0.3627, -0.0014, 0.1626, 0.0216, 0.0137, 0.0027, 0.1069, -0.0177, -0.0095
1, -0.0282, -0.1713, -0.0104, -0.1926, -0.0018, 0.1837, 0.0216, -0.0317, 0.0027, 0.0315, -0.0177, 0.0384
1, -0.0279, -0.1142, -0.0092, -0.1630, -0.0044, 0.0462, 0.0204, 0.0011, 0.0027, 0.0193, -0.0171, -0.0010
1, -0.0196, -0.7813, -0.0079, -0.3307, -0.0006, 0.1196, 0.0169, -0.0195, 0.0019, 0.1017, -0.0137, 0.0111
1, -0.0243, 0.0360, -0.0082, -0.1951, -0.0027, 0.2579, 0.0173, 0.0345, 0.0024, 0.0075, -0.0144, -0.0026
1, -0.0167, -0.1540, -0.0059, -0.3646, -0.0014, 0.4957, 0.0120, 0.0348, 0.0016, 0.0396, -0.0099, 0.0170
1, -0.0178, -0.2987, -0.0059, -0.1890, -0.0027, 0.0144, 0.0127, -0.0384, 0.0017, 0.0405, -0.0106, 0.0225
1, -0.0170, -0.0656, -0.0061, -0.0894, -0.0018, -0.0122, 0.0131, -0.0166, 0.0016, 0.0102, -0.0108, 0.0078
1, -0.0154, -0.1768, -0.0057, -0.1001, -0.0010, -0.0218, 0.0121, -0.0213, 0.0015, 0.0226, -0.0099, 0.0082
1, -0.0145, -0.1182, -0.0053, -0.1384, -0.0009, 0.0505, 0.0113, -0.0205, 0.0014, 0.0190, -0.0092, 0.0150
1, -0.0120, -0.1237, -0.0046, -0.0875, -0.0003, -0.0699, 0.0095, -0.0232, 0.0012, 0.0153, -0.0078, 0.0047
1, -0.0099, 0.0652, -0.0039, 0.0330, -0.0001, -0.1759, 0.0082, -0.0524, 0.0010, -0.0105, -0.0066, 0.0211
1, -0.0054, -0.0357, -0.0017, -0.0926, -0.0009, -0.0304, 0.0039, -0.0167, 0.0005, 0.0065, -0.0032, 0.0054
1, -0.0046, -0.0993, -0.0015, -0.1140, -0.0007, 0.0120, 0.0035, -0.0207, 0.0004, 0.0151, -0.0029, 0.0124
1, -0.0027, -0.0197, -0.0008, -0.0568, -0.0003, -0.0605, 0.0021, -0.0266, 0.0002, 0.0033, -0.0018, 0.0114
